menu_item_id,item_name,category,price,is_standard
c25bd1d7-910b-40a0-bfdc-0cdb7055,Moin Moin,Appetizer,4916.35,Yes
ce6b834f-3c79-40a8-833e-63782aa9,Egusi Soup,Dessert,4526.75,No
c814d049-93c9-4a62-9dff-5b6b408f,Amala,Dessert,3674.23,No
b6d82908-86a2-428b-9670-db3e26dc,Pepper Soup,Dessert,1720.25,Yes
2949ec3b-5b24-4756-af76-0f9f0ed8,Ogbono Soup,Appetizer,1320.46,Yes
eae43e5b-dd3a-4422-8fb4-1f705df5,Akara,Soup,2903.3,No
2188aed9-3502-4059-bd19-91e9a039,Pepper Soup,Soup,3282.35,No
ba7cc4fc-d73f-4f2e-bce2-854efc59,Efo Riro,Soup,708.71,Yes
58fc39b0-aa02-42d4-b249-625a72f8,Suya,Appetizer,4380.17,No
d7adf335-cfcf-4a11-b7d6-f1ac016f,Moin Moin,Snack,4810.48,Yes
353381fe-dd94-47a9-ab97-6d57fd4a,Asun,Side Dish,3784.33,No
dd81f64b-07e9-42da-be20-74ff1468,Banga Soup,Snack,2949.23,No
8e34ef87-b177-43be-8035-276183e6,Akara,Snack,4772.78,No
89bb373a-f18e-45fd-873a-6378a973,Puff Puff,Dessert,3757.35,Yes
b41854a5-da9e-42cb-98cd-9fa50f70,Ewedu Soup,Snack,3859.46,No
3faa702e-9de9-4741-89e5-20c5a5ba,Egusi Soup,Main Course,2593.98,No
59a62e22-35a5-4fd3-ad1e-96ecea80,Kilishi,Soup,3110.32,Yes
af58b183-6d3e-4cfa-8945-0e246e66,Pounded Yam,Dessert,4061.39,Yes
1920615a-5522-4ff6-8322-355ba585,Jollof Rice,Soup,1473.48,Yes
28be1f45-be9e-4ad6-b8c3-67d9cbbe,Pepper Soup,Dessert,2097.13,No
0d5ba454-32af-4bd5-95dd-f7af4ad9,Pepper Soup,Main Course,1256.59,Yes
5c3bf8a7-72de-4704-b291-2641bbbb,Moin Moin,Snack,2092.67,Yes
7d222096-1c84-430e-b4ca-f134619f,Ogbono Soup,Appetizer,1944.34,No
a475828e-67e2-44c9-8b2f-c94a62b6,Ofada Rice,Snack,1256.4,Yes
f197590a-628a-4e94-a64c-c1625ac4,Ofada Rice,Appetizer,3415.39,Yes
66d4385d-d414-4b44-bbbe-49ec0c55,Chin Chin,Main Course,783.91,No
f0129bcd-7279-4874-becf-e8ead3ef,Jollof Rice,Dessert,4843.97,Yes
d771e333-4acf-41c4-9eda-cd84d9af,Chin Chin,Side Dish,505.26,No
cae2c900-8283-44ff-87df-5f48f9b4,Chin Chin,Snack,3343.03,No
5cfe81cc-fa87-44f9-a86f-265f9e70,Kilishi,Soup,586.07,No
7ccffcc9-583a-4ec9-a91a-ab1a2627,Pepper Soup,Dessert,2518.87,Yes
9efc162e-59d0-485c-ab37-2a7e5e3b,Amala,Side Dish,1205.02,Yes
9274f2b4-d1e0-4934-bf5f-f7b08640,Pounded Yam,Snack,4950.11,Yes
5864cc0b-c7c3-4a6b-b1bf-328cc1f5,Amala,Main Course,1243.18,No
0e0339a5-bf5a-476b-a5e8-127bf480,Egusi Soup,Appetizer,4991.28,Yes
43b68595-c163-492d-aee3-b99b981e,Ofada Rice,Appetizer,4863.29,Yes
c5ff1278-4dbe-4544-8726-510b5583,Amala,Dessert,1479.97,No
e0c1c009-98fa-4db9-855f-fd7211e1,Jollof Rice,Snack,4715.86,Yes
146969ee-7930-4895-a884-fc46a74c,Egusi Soup,Side Dish,4891.46,No
5ad41113-d9de-4595-af2c-ff0ae220,Jollof Rice,Appetizer,4837.99,No
2cd2232b-5a97-44e4-91b3-1f0c7e1c,Ofada Rice,Soup,4181.78,Yes
3edce9ec-ba90-415d-91bc-b503f58b,Kilishi,Main Course,2390.93,Yes
b01c32e6-2ae8-4af7-88ec-df39120f,Fried Rice,Side Dish,2193.4,Yes
2a9b5b78-bf3e-47c2-aaae-adb7697b,Eba,Soup,3280.67,Yes
e6c0cba5-2c6f-4a1d-985e-6e259a02,Egusi Soup,Soup,3962.56,Yes
2137f4be-3d5a-4289-a481-6a8b0856,Ogbono Soup,Side Dish,3604.48,No
0b278ad3-8e26-4860-bea3-48714ce6,Kilishi,Dessert,2187.12,Yes
495e0d1f-20fd-4cb3-add6-5d327e3e,Banga Soup,Side Dish,4763.79,Yes
89a88cb4-e38c-4ec2-81e2-b32d4a08,Amala,Dessert,2736.6,Yes
def0e37f-1543-47ae-9b2f-c920ab33,Efo Riro,Appetizer,1993.18,No
6544553d-f0c2-4c5e-9f3a-c3ffe1c3,Pepper Soup,Dessert,2191.83,No
afa3bac8-5abc-4cd1-b858-e9964293,Kilishi,Side Dish,3164.28,No
63406ba8-22a8-448c-b2e0-6c53d05f,Moin Moin,Side Dish,4555.09,Yes
8f2cdb8b-3aa7-4273-a9ed-5d514fe3,Chin Chin,Snack,3079.76,No
15beb7ab-e617-4e4f-93b5-9c6c6359,Pepper Soup,Side Dish,4844.13,Yes
d0c49cbb-b950-490d-9052-b0b5f6f0,Suya,Main Course,1697.23,Yes
ef61c7f2-e997-4596-a282-a003e72c,Pepper Soup,Main Course,767.62,Yes
9fa4b4a7-ba7a-4846-b7b4-fab69265,Fried Rice,Snack,4918.5,Yes
9dfb0455-89bc-435e-b12f-86aefb81,Efo Riro,Soup,4830.47,No
89d40213-42f0-4a31-8299-c1b03854,Pounded Yam,Main Course,2993.0,Yes
c97a1d2e-efde-4c3f-888a-c164ba1b,Banga Soup,Snack,1166.58,Yes
152922f4-697d-4578-a7a3-fd5e2ebe,Puff Puff,Dessert,1650.08,Yes
ff075efa-373b-4e0b-a4fe-d18890c1,Asun,Snack,712.1,No
1bc82f3c-c8fb-4933-a575-183f00f0,Ofada Rice,Dessert,4489.54,Yes
b92532a4-cb6d-4500-a51a-298b79b5,Kilishi,Side Dish,764.3,Yes
34aeabf3-eae3-489c-97c5-af303c3f,Ogbono Soup,Side Dish,1702.97,No
86191ef7-1646-4e27-9ebe-1fc71a77,Akara,Snack,2603.2,No
2534cb96-4959-4da5-98be-6a1b65d8,Egusi Soup,Snack,4702.95,Yes
2059f6a2-b46e-4bae-8887-7ae66048,Jollof Rice,Appetizer,4043.6,Yes
08de22c0-b3df-493c-9794-2d492a7c,Moin Moin,Appetizer,4437.63,No
6bd0fa20-e8aa-4ff7-a94d-1723433b,Suya,Snack,3314.02,No
bfeba7c6-7fad-4523-9739-cfc23856,Ogbono Soup,Soup,4869.53,Yes
1af3ffde-6e41-449e-a016-4987467f,Ewedu Soup,Dessert,939.03,Yes
d0b0f126-7cc9-43a3-ab85-22c530bc,Efo Riro,Soup,743.58,No
7bd64731-990e-4db0-808d-73d0b082,Jollof Rice,Soup,1677.02,Yes
efb6c081-7326-4a17-8c0a-ea5bfedd,Dodo,Side Dish,4383.03,No
b19133e0-2f61-479c-92fd-e376dd32,Eba,Dessert,2638.73,No
7c6e7ca7-94b1-4eb6-8813-61966f4c,Eba,Appetizer,3409.5,No
7a59ef54-1b29-427d-8916-fc6ac5b8,Fried Rice,Dessert,4231.16,No
728479f1-f807-48a4-bf2a-26adca45,Eba,Snack,3127.28,No
ba8cc036-72b9-432a-8211-b996da7d,Chin Chin,Soup,2030.87,Yes
f1742ec8-cd24-48b6-b6d1-d176572e,Amala,Side Dish,4836.21,Yes
4ea9bea9-9fff-4238-9332-980831cf,Fried Rice,Soup,4294.77,No
153456b5-d2f5-4358-9c24-2f55feff,Amala,Dessert,2840.32,Yes
9caabe8d-0d35-46d7-be43-bd479bf5,Ogbono Soup,Soup,2180.18,No
7395f342-13b7-45ce-88a3-47111f2a,Ewedu Soup,Dessert,2508.92,No
24a25633-edd4-4c1e-b555-9f217d0e,Akara,Soup,1285.82,No
88676da0-be33-4739-b184-5bc11d84,Ewedu Soup,Dessert,4520.98,No
cf9af1ca-7928-418c-8100-a62ba830,Fried Rice,Side Dish,2489.55,Yes
009317ab-90fb-4b67-b156-ec8b34f9,Suya,Appetizer,1439.52,Yes
e7d42af6-f126-4239-aff0-aca35d48,Banga Soup,Snack,2313.07,Yes
e7105890-15ce-4b31-aa78-cfcdca0c,Pepper Soup,Appetizer,1830.65,No
e9d997ac-a1f1-4df2-8b5e-9b65906b,Akara,Snack,2856.81,No
2cef443a-458d-4443-8873-9dc7e216,Chin Chin,Snack,1477.05,Yes
7e866818-0baf-44e9-b3b5-1ae0298d,Suya,Soup,2967.12,Yes
b01b6ece-ecbb-453d-98d3-a69ec2a8,Eba,Appetizer,2053.19,Yes
ea43ad3a-9453-4cbc-8425-bca2af10,Puff Puff,Dessert,3789.1,No
c896b12d-2c0e-4ff5-aa5e-18052c49,Ewedu Soup,Appetizer,550.72,Yes
6f139612-d8e0-4e78-b9b1-16f032a8,Egusi Soup,Soup,4193.34,No
ebefd10f-1e9d-4c86-8342-0697b3f4,Banga Soup,Soup,1641.04,Yes
575f954c-54ed-40bc-a387-697e95b0,Fried Rice,Appetizer,3349.26,Yes
17b57a8c-e596-46f6-9980-b68e6d5b,Jollof Rice,Dessert,3619.95,No
6672b8c8-c925-4119-84c1-dcbc59f8,Moin Moin,Main Course,3998.79,Yes
97be72be-2911-49d1-a62b-b341554d,Dodo,Snack,2896.53,Yes
8f0b24af-e523-4cce-a98f-0ae84d7e,Akara,Appetizer,2904.38,No
7d0689b0-ca87-4c7f-b726-008b9617,Asun,Side Dish,2834.58,Yes
4a4cc0bd-46ac-4b2f-abe8-140898ae,Pounded Yam,Appetizer,4448.21,No
7283aa6a-f00e-48f9-9b37-4c675c2e,Moin Moin,Side Dish,2711.5,No
a2f0f9b0-8c4e-48bb-8954-e86b6a07,Jollof Rice,Soup,2208.62,No
d2ea03d8-a82c-4430-8a9e-258e4a04,Pepper Soup,Appetizer,3572.66,No
7bfd8a96-ba60-4a36-9634-b0fee28c,Chin Chin,Snack,4224.99,Yes
629a0564-499f-4253-b9e9-589f181e,Pounded Yam,Main Course,1302.04,Yes
5092c60b-a25e-4133-9e1f-e1db9543,Ogbono Soup,Main Course,2307.81,Yes
7d19c8f5-a9e6-4ab3-9838-d8fb21ab,Chin Chin,Appetizer,3252.43,Yes
7cdf034b-4755-4dec-acfc-162d0650,Chin Chin,Appetizer,708.7,Yes
53455998-cf2a-4e5f-ac71-bd426498,Pepper Soup,Side Dish,1763.0,No
f69c86ad-975d-40ee-a6bd-98e77db0,Chin Chin,Main Course,4451.56,No
52c2f9a2-05ee-4553-bfae-45ae2ce7,Eba,Snack,1930.41,No
2a6acb6c-ad3f-465b-853a-694009c1,Ogbono Soup,Side Dish,3687.0,No
d6ee3f00-318f-4980-9a7c-fdf88bb8,Dodo,Soup,2220.34,No
4dab5d8c-1397-4eac-8b80-0ea4430f,Ogbono Soup,Soup,2961.81,Yes
c676fb30-d88e-47b1-8ba8-9632baff,Fried Rice,Appetizer,4280.52,No
aa7ee846-9016-47f1-81d1-210a2459,Puff Puff,Main Course,798.99,No
42687546-0404-457b-8974-4c88be00,Suya,Soup,953.21,No
34fd777c-9da2-4ad5-ae78-cae994b4,Moin Moin,Dessert,3592.08,Yes
fed5ce20-e020-4a0f-9430-50cc59a5,Puff Puff,Snack,3604.28,Yes
cc102438-7fbe-45a6-b64e-81efeb54,Akara,Soup,2530.4,No
41973aa1-e537-44cd-9fb9-054a181f,Pounded Yam,Appetizer,4368.82,Yes
8f3d6cff-f820-4365-8596-b28bf630,Moin Moin,Snack,4415.19,No
d3048563-a045-4d26-89d9-d77d1c3d,Asun,Main Course,629.75,Yes
e9f58824-d5f3-4011-af0f-cc6b2e5d,Akara,Side Dish,3853.65,No
72fda001-369d-488e-848a-6cfbd6ab,Kilishi,Side Dish,2970.03,No
a93290b7-997f-4fc1-8d31-ff187fe2,Ewedu Soup,Main Course,2503.38,Yes
d982bdc6-4d89-4596-acba-9ebb4ca2,Ofada Rice,Dessert,4681.72,No
c857e703-553a-4692-a65f-e9285bec,Jollof Rice,Dessert,2181.21,No
e11919b4-5850-439b-a208-a0c812be,Kilishi,Side Dish,1088.27,Yes
56854bea-ccc5-4d62-a627-a97cd9b0,Akara,Appetizer,522.35,No
7f81f641-b177-466e-a1f3-c126bd26,Banga Soup,Appetizer,3318.85,No
c1441a49-aba8-4a92-be41-826a224b,Puff Puff,Side Dish,4567.86,Yes
fb8792f0-f1fa-49f3-89aa-ee7973dd,Kilishi,Side Dish,3698.76,Yes
16497e8d-83f0-42d7-8399-4e0d284d,Dodo,Main Course,518.85,Yes
ad318bbd-c929-45d2-b7fd-b8c30e6c,Eba,Dessert,1475.47,Yes
93d74ca9-4372-49c7-aa33-96c4aefe,Moin Moin,Soup,2872.28,No
9c502141-353a-4375-b7c1-611cef9f,Efo Riro,Snack,4301.7,No
1ad89923-e235-4744-abe9-8d5f214d,Asun,Main Course,3965.34,No
3779bd27-7a12-434a-8900-45672fd4,Chin Chin,Soup,4456.11,Yes
7b0f048a-3558-4d4f-ba0a-48a8fafa,Ofada Rice,Side Dish,4690.49,Yes
209efc7b-2428-4937-ad58-a3c45bc9,Egusi Soup,Main Course,634.34,Yes
bed49d18-c40e-4f5b-a2cc-b07f822e,Dodo,Main Course,540.34,Yes
a329a723-1fb2-4b7f-9fca-ecf98508,Suya,Appetizer,4811.35,Yes
a843a4db-41cd-4b6a-8db2-36d7f5ad,Asun,Main Course,4668.88,Yes
b8f246e0-25fe-48a9-be7c-093ad871,Pepper Soup,Snack,1684.88,No
d73fb6fb-a5df-4371-9054-f22d4766,Ogbono Soup,Soup,3221.68,Yes
88c3d0aa-d122-461d-a16e-3ae9b22a,Dodo,Snack,1213.18,Yes
de0ace8e-a998-43a5-8343-ff3b6ac7,Fried Rice,Snack,4881.28,Yes
ef6936ee-d501-4cd6-9749-c35e87bc,Dodo,Dessert,4527.01,No
16da665e-ac62-400c-b65f-310e3c32,Kilishi,Snack,3599.57,Yes
22ffb227-0878-4ae6-8d01-91d509ed,Ewedu Soup,Main Course,2524.13,Yes
65783cd1-a78e-46a4-9bdb-df64d5e8,Amala,Soup,1884.91,Yes
83aeb2fb-be63-4113-8003-6748e024,Asun,Dessert,2897.58,No
9c4c201c-423a-4cab-beee-a921b4c7,Ewedu Soup,Soup,3134.73,Yes
b06d2725-f509-40de-be07-52b1cde5,Eba,Main Course,3269.31,No
fa99a08e-f28e-45cf-be90-33b6c976,Ewedu Soup,Appetizer,1733.29,No
fa3cd393-6987-40f7-9b3e-8432467e,Efo Riro,Side Dish,3078.72,Yes
b36eb0aa-319e-4caa-8407-319888a6,Jollof Rice,Main Course,2499.79,No
cfcbac08-bbfc-4c55-b5ec-efebe58e,Puff Puff,Snack,4875.82,No
c6140e9b-dda5-4ad2-a060-020c622e,Ofada Rice,Snack,2373.35,Yes
5409ca70-9cca-4e47-bd03-8f37fe6b,Asun,Side Dish,4571.72,No
4bb6f280-ca65-4c97-bde6-487cdffa,Fried Rice,Appetizer,2810.06,No
15c8af13-bac2-4335-a96e-0ab02df8,Suya,Side Dish,2623.73,Yes
e81a41b5-f6f8-4b55-8e20-4074ee96,Jollof Rice,Appetizer,4710.38,Yes
3a5086e9-06a9-4334-90f5-2cd90633,Suya,Soup,744.08,No
c23f1bfb-b844-4fbd-bb13-5bc533ab,Pepper Soup,Soup,1769.25,Yes
22d1f70b-0490-470d-9a47-8d320497,Pepper Soup,Appetizer,3912.12,No
c1211266-e40e-4318-a998-de91e4d3,Puff Puff,Dessert,1228.56,Yes
8ed263ed-14fd-46fc-ab7b-dc7befe1,Chin Chin,Side Dish,986.03,No
56a27dcf-543c-49fc-962d-9e576c9e,Egusi Soup,Side Dish,2737.8,No
24b0b662-f5b3-4957-8a36-b9dd9d7c,Dodo,Appetizer,1978.54,Yes
41418db6-0c10-43c6-bc3a-8802103e,Suya,Soup,964.77,No
56516007-d602-4650-befe-ebda324b,Egusi Soup,Snack,3326.08,No
ab910bb8-32fd-475d-abbc-000e2e4c,Puff Puff,Dessert,4381.6,No
dd3ffb32-a1af-4adc-adaa-89b710f0,Akara,Snack,4156.2,Yes
f66b408e-b754-4fe4-9e64-476b6ff3,Amala,Soup,2565.7,No
668b2f87-c066-40db-a324-56fbd4dd,Fried Rice,Side Dish,4446.96,No
ced7466b-a0f7-466c-852c-3e6d8da9,Pounded Yam,Appetizer,3004.68,Yes
72e24bef-5211-4944-a86a-53128b22,Puff Puff,Snack,1790.19,Yes
1fe1d887-1fa7-4b36-bd14-8a98f8f1,Egusi Soup,Snack,4119.19,No
a7c4703e-b738-4656-a139-ba370578,Pepper Soup,Soup,4358.4,Yes
1c447388-3bef-4111-b85e-64980159,Pounded Yam,Side Dish,1670.48,Yes
524badb3-c576-422f-9e50-07077d93,Fried Rice,Soup,3444.58,No
07af5cd8-1318-4b32-92ab-0340b9c3,Dodo,Side Dish,1296.36,Yes
1906ed0f-0320-4362-aeb3-c4c34bde,Puff Puff,Side Dish,3269.76,Yes
9a777b5b-fc37-4ebc-8ec0-10a3d8ec,Suya,Main Course,3941.56,Yes
31aaa5e1-d65c-4ec9-af7b-318e18b4,Fried Rice,Main Course,3141.12,No
53bac3d5-dc0d-4091-80f3-c523d647,Asun,Snack,3930.59,No
866b8131-4b5f-429c-a09f-f92ec2c7,Amala,Main Course,1382.42,Yes
651487b8-4dae-4bfc-bb86-ef451a6e,Moin Moin,Main Course,1158.1,No
f63e15cc-0d43-4fa2-9e29-9354ad6e,Egusi Soup,Main Course,3161.62,No
990f10b8-9182-46e8-975c-2329f9f1,Puff Puff,Soup,2981.07,Yes
ea9ef74d-97e0-4582-937e-f882d7c9,Banga Soup,Soup,4929.02,No
0f4f46e1-e71d-43d8-ac5b-1967f530,Dodo,Dessert,2623.07,No
6070252e-f20a-44e7-9277-207b52d9,Fried Rice,Snack,3521.31,Yes
c7b1fb27-cf9b-46db-a62c-c4b8bde5,Efo Riro,Dessert,2636.5,Yes
ca29962e-622a-4d67-ab37-c992cd28,Egusi Soup,Appetizer,778.45,No
510b13af-701d-4ab4-bc59-7932d51c,Banga Soup,Side Dish,4116.93,Yes
62fa9388-356b-401f-9542-6ff75a16,Asun,Side Dish,3851.83,Yes
b133bdf4-da90-467b-9c9d-bf4a9664,Asun,Side Dish,3588.82,No
c91c7d88-db32-4897-954b-83bd8596,Chin Chin,Soup,2719.09,No
8f6da09a-94d1-4d1d-835e-fbdbe8eb,Efo Riro,Dessert,1612.14,Yes
7c84c230-be04-45dc-ab52-123fd46d,Dodo,Soup,2805.31,No
2525f15d-6d12-44f5-b256-10ec0c29,Eba,Side Dish,773.9,Yes
de44f54c-41a5-48e9-9214-daaa9775,Puff Puff,Dessert,4868.1,Yes
c18cabf0-d4a3-4e89-a593-76826f5d,Puff Puff,Appetizer,2089.79,Yes
7363f395-7761-4617-a0f3-74442b76,Jollof Rice,Snack,2369.91,No
e9018260-d5d2-46b9-9b25-1fa03782,Ogbono Soup,Soup,2875.64,Yes
79f1bbd9-0c44-4a64-9ae5-5df826e2,Fried Rice,Appetizer,4825.96,No
dba3a8ce-909d-4d8f-b10c-992c32b7,Akara,Snack,2075.07,Yes
5350fb34-1732-49d5-a658-a6a9fb6d,Ofada Rice,Main Course,2021.73,Yes
d1256cd3-49bd-4045-8405-9c3fb4af,Kilishi,Appetizer,1980.46,No
44365643-6f99-45e0-90ff-e4dc01fd,Amala,Appetizer,4206.39,No
613fd014-451a-4e25-96e2-3d4afc12,Asun,Snack,3183.93,Yes
8061c85e-033a-4e9a-b4e1-90ae4be7,Akara,Main Course,1664.05,No
afe5174a-e9d9-4674-ac97-1c9de5a6,Kilishi,Dessert,4938.69,No
677de347-9ad2-4c07-845f-7f95e237,Dodo,Main Course,1392.72,Yes
d3226ec1-e3b5-408c-a9d7-1053452c,Puff Puff,Main Course,969.5,Yes
50b7d726-b6a3-4537-99ed-b719031f,Fried Rice,Snack,4786.37,No
ca0fcfd4-7625-4282-b532-4f6709c6,Eba,Main Course,4066.09,Yes
84fa1a4f-6148-4aff-9c1c-dc882918,Chin Chin,Snack,1040.58,Yes
7159f19f-16db-49fa-9fda-9b6f7581,Ogbono Soup,Side Dish,4812.49,No
9dc333c2-1b17-4fb4-8b26-a16d924d,Pounded Yam,Main Course,2950.4,No
06513df6-5f06-40d5-9856-ec4c3f7d,Moin Moin,Appetizer,4911.81,Yes
fc0b6a3c-b9de-4da6-bbdf-3f4ad333,Jollof Rice,Soup,2145.9,Yes
74ccf986-a529-47d1-9c46-3bf00882,Suya,Appetizer,590.22,No
ae59b8f9-1638-4137-b022-d1b64e57,Kilishi,Dessert,1373.66,Yes
6d838cc6-a9d4-4d5a-b45a-8eb6b95e,Pepper Soup,Side Dish,4531.21,Yes
aeb639ea-0f17-488b-b18a-7eb28a74,Moin Moin,Dessert,4259.32,No
a8b38b17-7d9f-4db7-8655-dc87ac07,Amala,Appetizer,4074.29,Yes
73dec3fb-ec99-4339-99bf-a8fbf309,Ogbono Soup,Appetizer,2794.59,Yes
4a5f1728-d111-4e78-a536-259051a0,Ofada Rice,Snack,4860.85,Yes
f2b2f064-2c42-46b1-8fb8-9e2487e6,Chin Chin,Side Dish,4198.76,No
9f5d089c-a582-4f1f-843f-7ac9a857,Kilishi,Snack,1395.7,No
a03038da-a3d9-4672-ae7b-e0d7a86e,Fried Rice,Dessert,4514.35,No
9ca11f9a-147d-4905-9a8b-d0177d72,Puff Puff,Snack,3911.66,No
62e1e5f8-6e64-4f7a-b59e-45eb5061,Ewedu Soup,Dessert,4022.77,Yes
02768a6d-55b8-44b7-acef-16c05856,Pepper Soup,Soup,2259.33,Yes
979359e7-efec-4565-b7b3-bca31830,Dodo,Appetizer,4837.96,Yes
cdee4201-d6f9-45de-8df4-167e50dd,Eba,Side Dish,4662.52,Yes
839170d8-463a-4917-8d3d-331ac9fb,Ofada Rice,Dessert,689.29,No
9e6255e0-372b-41a0-be89-7f4f1b55,Amala,Snack,3705.47,Yes
5da5e28f-141d-4a48-bbd1-55d5ee3f,Jollof Rice,Side Dish,3578.25,No
62724deb-a055-4602-9643-c54fa427,Efo Riro,Soup,4288.94,No
82992962-7e80-4cb6-ab86-3ebaa142,Dodo,Dessert,4688.9,No
d91d3b36-1292-475a-9553-7c824f50,Fried Rice,Side Dish,2645.0,No
e22658ec-e5f7-4604-a8fb-c01b2d5d,Suya,Appetizer,3624.5,No
5a13ec4d-fe68-44b2-a009-40d0d2c6,Suya,Dessert,3556.46,Yes
7e16b589-a4e0-4270-b4de-9a6fe424,Ofada Rice,Side Dish,1304.28,Yes
5766ef1b-7b6a-42f4-bc50-19244640,Ewedu Soup,Main Course,4282.61,Yes
4b95f176-7497-4fe7-918f-983ccf5d,Ewedu Soup,Main Course,1135.4,No
0df5ad19-1f73-4a0d-b5b4-00a0988b,Pounded Yam,Appetizer,2373.44,No
603944cb-897d-4235-b30e-15743564,Banga Soup,Soup,3489.47,Yes
6f70831c-1aa2-4db3-88c5-49d6e518,Banga Soup,Appetizer,603.78,Yes
2c98a091-300c-4cd6-92b9-10f2f19f,Puff Puff,Soup,4492.93,Yes
25fe067f-bf3a-4126-862e-708c375f,Eba,Appetizer,1033.18,Yes
b13e8552-a135-4759-98cc-2558f4e4,Chin Chin,Main Course,2027.1,No
9e716b12-41ca-4372-8218-d640729e,Efo Riro,Snack,4020.61,Yes
5c84414c-ea4f-4faa-87b1-b218361e,Egusi Soup,Side Dish,3915.54,No
b2e60647-1f4a-48b7-a865-5b9397a3,Eba,Appetizer,730.08,No
353cfd8c-a992-4c11-9a60-b4332004,Dodo,Soup,3460.05,Yes
4125b387-5d7b-401d-9eb6-c7b66fa6,Ewedu Soup,Soup,2327.11,No
9ace3c39-5b54-4a5f-92b8-f7ead207,Chin Chin,Snack,2852.15,No
589f874e-9483-4953-b962-6282aec3,Banga Soup,Side Dish,1028.23,No
9b365c48-5736-4e40-b77f-c0d108ef,Suya,Dessert,4479.56,Yes
3fde036f-514a-49bb-b5d6-4adc6d9b,Jollof Rice,Appetizer,3189.05,No
e1fc6eb4-5d34-4b62-aa4d-74669658,Banga Soup,Main Course,4381.13,Yes
b96656d8-bca8-4db1-8dad-01b10481,Jollof Rice,Appetizer,3009.62,Yes
63611a23-bdb4-4e6a-a29a-c8bdb3c7,Asun,Main Course,3156.7,No
ac1c8ee8-ab08-437f-a7e8-c29826a3,Ewedu Soup,Snack,3726.25,No
6222bb81-d597-4128-a63e-17ec5cbd,Kilishi,Dessert,2648.87,Yes
a88709ce-7755-45f6-9a03-996755db,Pounded Yam,Soup,4636.4,Yes
8c2bf624-3bf4-45a0-bf87-4d5e9c1a,Suya,Appetizer,1065.52,No
7777baa1-c3de-42c7-981b-ba62790e,Ogbono Soup,Snack,2161.96,Yes
ed803f69-2bc2-483a-bf53-7a3ffb78,Amala,Side Dish,1811.44,Yes
7bfbaf9a-11ba-41fb-90de-51cc916d,Ewedu Soup,Dessert,2246.51,Yes
ee78593c-be77-46a8-aa1c-2b4cfe48,Efo Riro,Soup,3647.71,Yes
7a73da1e-0be5-4759-b943-cb0bb291,Ogbono Soup,Dessert,1868.86,Yes
b0f77348-5f1c-4f16-bba4-ddfe505e,Eba,Soup,2691.91,No
4b96d417-bd0d-469d-924f-b61446b6,Kilishi,Side Dish,4160.55,No
2cf10ed6-48ef-48cf-8edf-4b3ec43a,Ofada Rice,Snack,1033.34,No
59cf4d40-c4c3-40fa-a421-b6dfb8e7,Amala,Main Course,1701.89,Yes
ce041a60-6bd6-4213-bb57-fb7d3c96,Ogbono Soup,Side Dish,1729.86,No
8dd6f4bd-9510-4c69-b5a7-e077074f,Dodo,Dessert,868.11,No
d4bff1a6-95e4-4bef-8e32-d2ed5dab,Egusi Soup,Dessert,1119.39,No
c1d81b8d-9abe-4b0d-8db4-8e83331c,Fried Rice,Main Course,628.59,Yes
13f5f5d3-c2f6-485f-874d-ff939a52,Moin Moin,Snack,3281.68,No
84d993f4-4c7a-4d1e-a479-953dbe56,Suya,Soup,4730.65,Yes
d6c00145-bd22-48bf-ace2-b7cb1a0d,Pepper Soup,Main Course,738.71,Yes
f01e6a48-2d4e-4a9d-aafa-ceca7c91,Suya,Side Dish,4492.85,Yes
51bf6274-d9c1-4503-88bd-eed5dd7b,Dodo,Snack,753.09,No
f732bc69-6e4c-4a6b-9211-df040357,Ewedu Soup,Soup,3270.9,No
b2322e40-c89c-4cff-823e-3f48e9d7,Jollof Rice,Snack,2126.29,No
edb97065-8882-45ea-84db-373858fc,Suya,Dessert,3893.38,Yes
f97691ec-2251-4311-845a-67a864b1,Akara,Soup,4653.69,No
c8fe5b2f-a78e-4884-aa54-b8477b6e,Ewedu Soup,Main Course,1845.19,Yes
596d66ea-0b14-4c91-a957-6222e499,Amala,Main Course,1627.94,No
51896eac-2e65-4efa-811c-a6bba3d7,Amala,Dessert,3924.94,No
6800cede-0d63-4bdd-8d9b-68cccf19,Ogbono Soup,Snack,3915.82,No
d10efa4a-454e-4310-a56a-6a9020e4,Ofada Rice,Side Dish,1778.07,No
56773a7f-d233-45dc-8347-abad58c3,Jollof Rice,Snack,1802.08,Yes
b9745149-4ea3-46f6-a694-6e30f90f,Banga Soup,Side Dish,4542.17,No
0262ddcf-40b8-4092-8409-dbdfee10,Puff Puff,Main Course,4336.69,Yes
870b6900-8f07-4b6b-a6fe-7faedd80,Fried Rice,Soup,3787.35,No
bd36ebd5-9aa0-47fb-ab9f-7084f0a4,Pounded Yam,Main Course,4415.87,Yes
d212275d-40d3-43cc-9d46-2c93e85f,Fried Rice,Snack,990.99,No
f0050b75-f718-4b01-89df-4b6cc0dd,Fried Rice,Dessert,539.42,No
6011c1ae-e8df-4fea-8f83-ff41b73b,Ofada Rice,Main Course,2929.33,No
4ccf24bd-0f86-408d-8488-0b76a62d,Pepper Soup,Snack,3120.24,No
2c764be8-5846-4893-afd3-0ccce0ad,Pounded Yam,Dessert,3623.99,No
