order_id,branch_id,customer_id,payment_method_id,order_date_time,order_type,total_amount
3dd7c946-00b1-495a-8,4,bcb8a084,948d470b-5ff1-4616-9,2023-02-06T09:04:15,delivery,5372.28
791160fb-ad76-4367-9,4,62d1c049,cba6998a-bf52-4696-9,2024-01-21T18:00:27,delivery,23419.12
a8cd9dfd-e580-4916-a,1,6f055718,8bb8172e-5490-4fed-b,2024-03-18T14:41:28,delivery,30623.16
7e5396e8-5922-4d76-b,1,34a9af41,ff051efc-ee81-437a-b,2023-07-24T10:54:31,walk in,38233.59
8baeb660-75e8-46ff-a,2,635a8ce2,58476e7a-6b47-47f7-a,2023-12-29T15:17:28,walk in,1876.64
3522b00b-19ab-4002-9,2,9c9cea0c,0a1a807e-615b-4c38-9,2024-02-18T10:16:33,walk in,35731.78
e369e021-9421-4ab8-8,3,34a9af41,3fdd27e4-6a2b-4e91-8,2023-12-06T03:53:13,delivery,40519.29
b6060014-3757-4b5b-b,1,95c5fb98,cb2d8435-5300-4c6d-a,2024-02-10T04:22:16,walk in,41909.9
27e59e11-d491-4325-a,3,a70ce1b5,d93a80a4-6ce8-49c6-8,2024-11-30T13:53:46,walk in,14474.21
5e08e2ae-c325-435a-a,3,5987baf1,6696d81c-8ee2-4944-9,2024-08-18T16:31:30,delivery,7129.55
0ce46702-d769-4cb9-b,2,34a9af41,9a7fa367-75f3-49b3-a,2024-07-16T17:56:59,walk in,18231.83
36d1c133-dfbf-4a95-b,4,5473da68,d920b546-14be-4983-8,2024-05-03T05:31:38,walk in,9590.96
f5b4347f-9289-4664-9,1,5f811cb9,a1a84f0e-1926-427b-8,2024-09-12T21:23:53,walk in,33724.5
b2cf0514-10c1-46a6-8,4,5987baf1,fd97b019-fe49-429b-8,2023-06-21T22:46:52,walk in,35849.03
7ae42949-ec69-4486-9,2,0f967bcc,fe1775e4-844c-4c57-9,2024-02-23T09:53:35,walk in,35072.69
5fea9407-4021-4307-9,4,95c5fb98,90091918-b917-4aa2-a,2023-12-03T10:40:24,walk in,44799.88
74e3347c-efea-432e-8,2,42d6cb5c,1cbfa870-580b-4db9-b,2024-07-13T10:48:39,delivery,11185.25
dfb54c23-6f02-43ea-9,1,ae711399,869cc2df-90dd-4084-9,2023-07-18T18:42:17,walk in,1029.77
47b6ba69-a2aa-4472-8,3,5473da68,a3d41462-17fc-4604-b,2023-04-08T22:41:14,walk in,36028.23
1a90e9fd-09d0-4ccf-a,1,4d23bed5,a9881c2e-c4a7-4901-a,2023-05-31T17:41:19,delivery,25994.43
92d838bb-9ffe-4585-b,1,0f967bcc,f10fabd6-4b0c-4eb8-b,2023-02-28T22:03:41,walk in,29546.17
73b5b286-badb-46cd-a,4,452ec40a,b68d26f6-fe77-4499-b,2023-11-03T11:37:10,delivery,25955.83
a9ee3ba4-dc03-42d1-8,4,026530cd,ac6deb20-5939-4092-8,2024-08-17T10:52:06,delivery,9656.42
d9026444-f27c-4630-a,3,d64a3ce0,805b0da2-20a9-4490-b,2023-03-26T09:41:06,delivery,38351.81
816acd87-8c73-4694-8,4,026530cd,6012ba2a-42cb-47bb-9,2024-05-01T03:32:15,walk in,30556.37
a1fa87cc-0868-4ea0-9,4,6a5ccc2c,13660865-5a6e-4a95-b,2024-07-05T00:00:09,walk in,6331.83
d403f768-51a3-4654-a,4,ab721ab0,3494972e-d964-4cb7-a,2024-05-31T02:42:26,walk in,8968.83
e29cc6a2-eefa-47c5-b,4,ae711399,13c790a6-df97-4c02-8,2024-01-10T17:12:21,delivery,31748.87
ccbb61af-8c80-4d80-a,2,213f191f,9d3daf69-4e8d-4c2d-9,2023-04-26T00:24:32,delivery,11221.17
c148f949-70d7-42ca-8,1,bcf74d7a,f4cc3d4e-c154-4f5b-a,2024-12-23T06:39:05,walk in,20758.2
4dab1e44-888b-4b16-8,2,94820a06,86f7959a-24ca-4d45-a,2024-01-04T18:46:10,walk in,21395.3
29318a6d-dcb7-478d-9,3,d1f6f86c,3950f4a5-e8c1-42dd-9,2023-04-19T21:35:05,delivery,4812.48
8a78bd86-13fe-4340-a,1,34a9af41,e71a4798-a64b-41a3-8,2023-02-16T03:17:00,delivery,8030.23
1b04914f-db4f-4fb5-9,1,94820a06,ec9d377c-fb4e-42cb-a,2024-07-11T01:30:28,walk in,20299.1
0305925c-ce4c-4e20-a,4,95c5fb98,1d251f5a-34bd-471a-a,2024-12-14T06:47:11,walk in,12558.13
4eb81052-5d5f-44b6-a,2,42d6cb5c,578f9207-31d5-45bf-a,2023-05-30T21:34:10,walk in,29724.14
c4f6d552-1a03-4e0c-a,4,bcf74d7a,9860c0a3-8911-4525-b,2024-11-07T11:39:32,delivery,39334.06
649f0790-c57f-4cdf-8,1,ab721ab0,3b6353c9-ffb8-41cb-b,2023-11-08T23:24:10,delivery,24683.0
2eccc380-ec1e-4cec-a,1,600027e8,2080e1d0-fb00-4c97-b,2024-11-24T11:22:11,walk in,37979.48
68dcc48d-9b5b-441b-9,4,9c9cea0c,5a58c9fd-6851-4f4b-8,2023-09-11T12:34:00,walk in,3344.59
c665a038-fa81-4d46-b,4,6a5ccc2c,ca3ab3ca-9f41-4cd4-b,2023-02-02T23:38:46,walk in,16347.78
9081caf9-28e0-4352-b,1,62d1c049,a2c0c12f-a527-40b8-a,2024-04-09T14:04:09,delivery,4813.98
93d7d0a3-96f3-449a-a,3,5473da68,ba8a39f8-a233-4acf-8,2023-04-16T17:02:59,walk in,40543.66
c8581a03-0abe-4bc1-9,2,a9f559fc,e2b50e82-a499-4f55-8,2023-09-25T18:49:29,delivery,7558.9
c2e4fb0a-422e-4dd1-a,2,d64a3ce0,1e09b46e-c9ee-4917-b,2023-09-25T02:34:29,delivery,45313.18
8834bea3-08e0-4197-b,4,213f191f,7433de91-267a-4fe4-a,2023-09-18T03:25:39,delivery,20942.99
b33cec5c-b5d3-4c00-8,3,87f26aee,ea79e3af-f4da-4a48-b,2024-11-27T05:06:30,delivery,15887.58
4e28bc5b-df54-45de-9,3,bcb8a084,11799d42-d435-49c5-8,2024-05-21T03:17:08,walk in,40692.72
9ae70d1b-939f-48c7-9,3,ab721ab0,6047e558-1c68-44f6-a,2023-11-09T11:27:11,walk in,48603.95
18a66644-8a2f-43db-9,4,bcb8a084,a7804f07-12b9-4649-9,2023-11-02T07:45:02,delivery,46576.48
4068a1e2-7fec-4035-8,4,9c9cea0c,7833bee7-f46d-4521-a,2024-05-02T08:58:19,delivery,48524.42
a42094d5-3372-4b1c-b,4,ab721ab0,9eb42ead-76c1-4cf2-8,2023-06-08T14:21:55,delivery,1497.23
128a0eda-eabf-409b-a,2,7576714a,9a23b7af-4cce-4ce9-b,2024-08-30T05:36:22,delivery,32685.35
5795ce71-7170-4b5a-a,2,94820a06,8fc184e1-e34d-4057-9,2023-02-19T23:46:33,delivery,28586.32
ead0ea23-0f49-42d0-b,1,9c9cea0c,af4b8ef0-0ca7-401d-a,2024-11-19T22:04:39,walk in,39339.68
31f72736-f6af-432d-9,3,213f191f,f96ecf2d-1448-47d9-8,2024-05-14T06:55:53,walk in,35188.14
daf63c01-7c99-4d43-a,3,0f967bcc,1883bdb3-47e5-4ddc-a,2024-06-30T04:27:38,delivery,24872.95
9c837779-2e69-4409-b,4,94820a06,e0844ace-676f-4498-9,2023-08-14T22:40:59,walk in,13034.26
024f1419-27ed-482b-b,4,ae711399,7ee68762-cd90-4daf-9,2024-09-14T19:33:21,walk in,47394.48
435a1b29-4b76-4f52-9,4,bcb8a084,13ffb191-0acb-4eca-b,2023-01-14T04:40:37,delivery,27235.03
2f3ba0b5-c2db-4c47-9,3,bcb8a084,1efd3cfe-0bea-4b62-a,2023-10-19T03:29:41,walk in,27042.03
ad999934-ddb4-4e8f-b,3,94820a06,f06491dd-8ddd-4685-9,2023-09-22T09:24:40,walk in,40688.04
2510efd0-d7d3-4e07-b,2,1eab5cd8,36ce9fd0-20e8-4648-8,2023-01-23T21:04:51,walk in,25266.7
a4f0c8b4-ce5b-4599-8,1,daea58ba,6ee1fba8-f50c-4692-b,2024-04-30T19:27:25,walk in,17940.82
e483d463-4dd3-48c4-b,3,9893588c,e8a0cbda-5914-4443-9,2023-08-23T18:01:24,walk in,27221.54
dcb4ed86-2b50-42a2-8,4,635a8ce2,00b41bd4-2676-4c74-a,2024-05-15T03:04:37,walk in,49583.75
171ba838-1679-411d-8,1,213f191f,d9d96bfe-8e68-497f-8,2024-02-29T18:45:34,walk in,40664.44
087f31e8-38a2-4588-8,1,635a8ce2,1b032148-3088-4ba7-b,2023-10-02T15:25:28,delivery,13426.89
299c08ab-2cd6-4286-9,2,1eab5cd8,888ab899-63a3-46db-b,2024-01-27T08:54:06,walk in,11523.84
8ff17bc3-e778-45f5-8,2,5f811cb9,bd42f7ea-c1d7-4fe7-a,2024-06-28T08:02:42,delivery,37483.22
f6e419c0-e693-43ce-a,2,34a9af41,d222a4b2-9bba-4627-b,2023-08-24T13:38:40,delivery,24724.5
9ee09842-307c-4b20-a,3,a9f559fc,1cc9223c-f98d-44cb-8,2023-03-14T20:17:45,walk in,45394.02
98cf1a8a-13c3-4cec-a,1,1eab5cd8,f3ccf83e-76b4-48ea-9,2023-03-20T19:15:34,delivery,35181.78
70d1dec1-5026-493e-a,4,635a8ce2,186a1be6-9fc9-4df7-b,2023-08-04T23:03:14,walk in,1493.74
7f6aa754-7dcf-42cb-b,4,026530cd,9700a51a-cc91-4c4b-a,2023-07-25T22:05:25,walk in,21063.34
260f6ab0-554e-4273-9,1,5473da68,faeed245-6ae1-4c58-8,2024-01-07T09:58:16,walk in,6063.64
57a8c3d9-2e14-49c2-9,1,d64a3ce0,7571a584-6012-4046-9,2024-09-17T11:38:43,delivery,22074.58
4f707a38-6b53-49a8-8,1,213f191f,0f95b951-e89f-40a8-b,2023-12-11T12:41:50,delivery,6074.03
a5a7f3cd-19bd-4a86-b,3,4d23bed5,28407ab3-e361-4426-a,2023-09-24T19:56:01,walk in,18577.71
23fa777b-e9a3-460c-b,3,95c5fb98,6e9c15d4-d4ab-4c69-b,2024-10-26T03:07:56,delivery,25954.81
82fc6ca2-0cab-493d-9,2,ab721ab0,4627faf5-3edc-4c94-a,2023-07-17T03:52:50,walk in,16772.12
bc5a1513-c29a-417c-8,2,94820a06,fbee688a-da2d-41c5-9,2023-01-10T00:35:43,walk in,9148.87
9ae9a52b-e91d-4321-a,1,ab721ab0,e9e090e8-9574-4927-b,2023-10-15T12:51:39,delivery,33264.54
d8a1171b-1220-4c8f-8,1,87f26aee,3216023a-5680-41d3-9,2024-12-09T17:24:03,delivery,21887.24
029b1fee-baa1-4d18-9,2,600027e8,99f4b270-16fe-432d-9,2023-02-03T00:43:00,delivery,30203.78
c3a68391-1ae6-4d1c-8,4,635a8ce2,68088f26-ccfb-4814-a,2024-01-03T06:19:54,walk in,25230.53
0fcf790b-b4b3-4307-b,4,4d23bed5,2783cb70-8c15-4283-9,2023-05-01T19:48:41,walk in,8617.64
c970337a-3d71-4061-8,2,62d1c049,e9be8fe4-c6f4-4e96-a,2023-07-13T13:58:31,delivery,7864.51
d0e10ff0-3fef-45f6-a,2,94820a06,a64f59a3-0907-4917-b,2023-04-11T08:25:32,walk in,47720.81
d5acc9a2-8ce9-4358-8,2,9893588c,663481db-4943-4311-9,2023-04-25T19:46:33,walk in,8829.34
907ffcb4-9caa-4dbf-a,1,bcb8a084,f1314e42-8e44-48cb-9,2023-08-07T16:08:49,delivery,17095.52
8c31bce6-61d7-4e9f-a,3,34a9af41,3708c7e8-71a4-47f0-a,2024-07-25T00:12:00,delivery,23187.21
85ec398e-ea29-43ea-b,3,34a9af41,4993e552-9493-4853-b,2023-07-18T14:05:34,walk in,15089.21
a8553a7b-1e66-4923-9,2,7576714a,75d28c37-3f90-4123-b,2024-08-06T17:45:49,delivery,7211.19
d4c86bb6-29cb-4a90-b,2,62d1c049,4faccf7a-1a50-4298-9,2024-01-19T16:53:42,walk in,47667.0
bd7f6964-2831-486e-b,3,0f967bcc,00b41bd4-2676-4c74-a,2023-10-05T17:47:20,delivery,47736.69
9216990f-6b1f-4a5e-b,4,bcb8a084,59f38b8f-8212-4204-a,2024-02-19T12:53:14,walk in,4216.31
6dcab4e9-172a-4a75-a,4,6f055718,8781cd0c-2dcf-4635-8,2024-05-03T15:55:48,walk in,16594.84
7f24dc7c-f328-4fb8-9,3,026530cd,569c202b-bbf3-4a23-b,2024-03-01T08:09:21,delivery,19190.05
218983cb-a834-4994-8,3,82bde024,d497c85e-49f2-4a6a-9,2023-06-14T17:38:46,walk in,35263.55
d2ec99db-bbc2-47cf-9,1,452ec40a,fb00d511-7762-4568-8,2023-07-21T22:09:10,walk in,13299.91
1ff2cfc4-e1ca-47ee-b,2,34a9af41,885aac25-28d0-4b36-b,2023-12-28T21:28:23,delivery,10533.24
da77c968-fd7e-4ee3-8,1,6a5ccc2c,ef0980a1-7e7d-4207-a,2023-07-10T10:50:52,walk in,5890.82
b314a3d6-89e8-4c2d-b,3,6f055718,9a0bee84-6829-428d-b,2023-02-28T17:30:25,walk in,35777.02
7396ccfb-9730-49da-9,3,42d6cb5c,a1cea61c-a8c6-4cdc-a,2024-03-01T18:26:22,walk in,3721.59
02dad1bb-7296-46e7-9,2,9c9cea0c,ebc13b25-768d-49e8-b,2023-04-20T08:30:50,walk in,7891.02
4a119f63-f8b7-41d6-8,4,600027e8,3f9ecfc5-46af-4be7-8,2024-04-24T09:40:57,delivery,25982.89
4c3d9932-fef8-4800-a,1,9893588c,bc968817-19c1-46b8-9,2024-09-11T00:34:30,walk in,40361.89
709c1ae0-1032-4a03-8,4,82bde024,a86341df-6f2e-4896-8,2023-07-22T12:04:20,walk in,24285.21
55516814-02b2-43ce-9,1,42d6cb5c,5b9372b9-9ad3-4188-9,2024-07-02T23:34:22,delivery,24692.65
78e6ec80-6c20-4eaa-8,4,6a5ccc2c,3d168c17-123e-4829-9,2024-10-12T22:43:15,delivery,27131.22
bcd55c55-d691-4ffc-9,3,5473da68,48704828-8eed-4db8-9,2023-11-07T13:21:23,walk in,7520.51
bd95f18c-12c5-4e7f-a,4,62d1c049,714f08ad-92b9-4171-a,2024-07-06T04:58:47,delivery,9236.98
18b2bf81-58ad-402c-a,1,5987baf1,c523ce59-cc58-4c8f-9,2023-03-22T23:20:34,delivery,24650.86
1329072a-0518-4332-9,3,1eab5cd8,bb5d8f1c-01d6-4b91-b,2024-03-22T02:38:04,delivery,17414.56
25d42286-7d5c-4561-a,4,bcb8a084,938db2d1-b22d-4a55-9,2023-08-12T16:57:22,delivery,4220.71
73ccbf2a-6d24-4899-9,2,95c5fb98,8a525fac-604e-4577-9,2024-02-02T16:56:11,walk in,27193.51
5e1d9b13-5684-4b26-b,2,9893588c,0aea7847-88c2-439c-8,2024-09-20T20:24:24,delivery,6651.25
fdee0895-531d-4a98-b,3,d64a3ce0,c7c9be38-dd58-440f-9,2023-02-13T06:14:09,walk in,33640.26
7a080fc3-dd3c-4d32-b,3,6a5ccc2c,3d23ffb3-9f3b-4756-9,2024-03-16T14:41:57,walk in,25312.45
6d6b0c88-b39f-46a8-a,1,5473da68,3a1f9018-174e-4f26-b,2023-06-17T13:05:50,walk in,1648.29
be5af8d0-fd7a-45d7-8,3,635a8ce2,565d49c6-d9d0-48d1-a,2023-12-24T03:31:04,delivery,35289.85
4b5ea0f5-2cc9-42b5-9,4,d1f6f86c,ba80c5ed-2046-49c1-9,2024-07-14T13:50:29,delivery,29012.07
ebd39163-5c33-4d76-8,2,600027e8,f3a227c7-63ac-4c96-9,2023-10-07T21:54:51,delivery,16361.88
893ef464-f92c-4ced-a,4,600027e8,4121a7be-352d-42b6-b,2023-02-23T07:11:33,walk in,2513.87
11390a48-675b-48df-b,2,5987baf1,4fffc968-aceb-4dd9-8,2024-05-13T19:17:52,walk in,46972.33
5064485b-1f39-4a72-b,2,5f811cb9,e930c4f3-84c0-4eec-8,2024-12-17T01:10:28,walk in,16329.03
ee3455d0-9be5-4a0d-a,3,87f26aee,3e92d9a5-8a0b-48ef-8,2024-09-02T01:58:22,walk in,47630.29
8129a97b-1437-4b22-8,4,600027e8,2207b1ab-a52c-4fe7-8,2024-07-21T05:18:36,walk in,18368.44
9dd84c31-b61f-4da1-8,4,34a9af41,ca03b22c-a572-4662-8,2024-11-22T08:14:42,delivery,16767.73
1f1d412f-e484-465b-b,4,4d23bed5,96f35cc1-d70c-42b2-a,2023-05-13T16:24:02,walk in,44634.04
b7bcc39f-98a4-4f77-a,3,6f055718,18e01335-ed61-4875-a,2023-11-30T23:58:49,delivery,18675.69
25b1ff87-fdc1-485a-b,1,bcb8a084,f4c415d6-d0d7-4d58-a,2023-03-14T17:33:49,walk in,13306.13
842b2e7e-4461-438a-b,2,95c5fb98,51cc2b60-ed6f-4c84-9,2024-04-17T07:10:52,delivery,39054.56
b1d49aee-b096-4787-8,1,bcf74d7a,f9afd6d4-70c0-4f14-b,2024-05-09T07:12:31,walk in,31935.23
126f61f3-9973-4b85-a,1,635a8ce2,17953b89-b256-4884-b,2023-05-01T21:29:51,walk in,4415.26
20df592f-57bf-46e0-8,1,452ec40a,34070956-65a3-4f94-8,2024-08-31T20:18:30,walk in,48007.6
b0166ea7-df25-42ec-8,3,026530cd,1f8dee84-aace-43a6-a,2024-05-23T11:37:41,delivery,22264.91
a2f7aeb0-4bcb-4212-8,4,5f811cb9,ed5dd37c-f206-4ef9-b,2023-03-09T05:21:35,delivery,38182.82
0d27e3e6-fb38-48bc-8,2,026530cd,704c1bae-8938-4116-a,2024-05-12T19:50:33,delivery,35412.38
74b78e5f-c6ea-402c-a,1,a9f559fc,4c5a26a8-fff9-4e06-9,2024-11-27T00:11:35,delivery,3706.49
813d4f90-3799-4ce7-b,1,026530cd,1baeda8e-63ee-4e4e-8,2024-03-13T12:59:33,walk in,33828.47
22bf0190-f685-46b9-8,1,95c5fb98,20268f9f-e764-4d33-a,2023-07-11T18:01:45,delivery,29857.41
29b247cc-0842-4127-8,4,5473da68,0a70a2dc-1dbf-4432-a,2024-10-26T05:59:09,walk in,32888.64
4f693f44-a10d-4f7b-8,4,87f26aee,3355e4f9-e6de-460c-a,2024-08-12T03:05:40,delivery,45700.13
44388420-f8e0-4e62-8,3,452ec40a,f6ac485c-d233-4eb1-8,2024-05-25T03:46:22,delivery,3132.58
c5f7dc95-9692-44c7-b,2,95c5fb98,f3d98256-752a-4418-b,2024-02-22T06:30:13,walk in,48835.11
cd038b22-efb9-4a78-b,3,ae711399,2b6c2449-b5f0-48dd-9,2024-03-11T20:26:45,delivery,16308.28
6d286bc5-2534-4d29-8,4,d1f6f86c,65065966-ec40-4528-a,2023-02-04T19:40:35,walk in,30647.13
16aaa9f2-d685-4ef5-9,1,5473da68,3abd443c-3cd2-49ef-9,2024-12-03T11:39:42,walk in,42075.09
60d61f71-af45-425e-a,1,95c5fb98,85367c8d-49f8-4969-a,2023-01-08T03:11:13,walk in,24998.35
c6f7d77b-c6f0-4aca-a,4,5987baf1,cc3ffde0-d730-4bb5-8,2024-02-08T21:02:05,delivery,36536.65
9e952870-0d2a-4302-a,3,7576714a,0e8ac4bf-a0ef-45fb-a,2023-08-19T00:33:45,walk in,11563.13
db6baf2a-b31a-4908-9,3,5473da68,5a33f049-b347-4963-a,2023-04-06T20:40:42,walk in,45022.99
d4c95f70-26dc-474f-a,3,5987baf1,0f383cbc-9fdc-4c72-a,2024-11-21T14:02:05,delivery,17339.17
e3be5944-9938-40ae-8,4,4d23bed5,dd1691bf-01a9-4d9c-8,2023-02-09T23:48:37,delivery,20621.54
e96f54d3-1182-4378-9,2,95c5fb98,fa664053-5f1e-4b2d-9,2024-04-05T04:18:02,delivery,9930.36
ef78adb4-39cf-4551-9,4,213f191f,43d5c4c7-6f4e-490e-8,2023-07-14T09:53:43,delivery,24965.55
25085bba-e6c7-458c-a,1,635a8ce2,0707e468-52ea-495a-8,2024-04-02T06:40:26,walk in,41449.0
4ab21023-9369-4767-9,4,ab721ab0,c92a4220-4b0e-41a9-8,2023-05-21T07:45:52,delivery,7812.94
b30971a1-80eb-4cbe-a,1,34a9af41,05f19902-7c8a-4d60-b,2024-11-12T19:51:48,delivery,37025.25
9dc35641-c69e-4d69-9,1,9893588c,d9286856-dcfd-480a-a,2023-11-28T11:16:43,delivery,32041.67
9d2b014a-a3e0-404a-8,3,a70ce1b5,9fbdedf3-21c3-4493-a,2023-08-31T16:20:12,walk in,8003.13
8f25df7d-a3d4-4a0d-a,4,d64a3ce0,0dd6b8fa-1278-442a-9,2024-02-07T02:31:47,delivery,23190.27
d98226e0-ab1a-4fed-a,1,9c9cea0c,2c4da1ab-ae35-4a1a-8,2024-09-04T01:17:11,walk in,36890.17
aca711e5-3637-4fbc-9,1,82bde024,7c97c660-9d70-4abf-a,2023-09-14T11:37:20,walk in,32002.85
d8472828-21bd-4b5f-9,1,6f055718,2e5ac1ea-8e18-44cf-a,2023-07-07T21:05:11,delivery,46302.96
ceaf38ab-8ea4-43b1-b,3,ae711399,648a622a-b3b6-4069-a,2023-04-26T11:14:46,walk in,2856.0
07ea4480-24ea-4efd-a,3,5473da68,2d3d5250-3583-4519-9,2024-07-09T11:39:10,delivery,39043.45
6a2abc2d-f118-45ae-8,2,42d6cb5c,713ea5f2-647f-4b8d-8,2023-11-04T11:36:06,delivery,24979.58
f46d91ce-6016-4dd6-a,2,600027e8,a862038a-5c56-4ccd-9,2024-10-22T12:49:27,walk in,1434.13
8683f525-67a0-4ec2-b,4,4d23bed5,62c51c2f-aea3-460f-b,2023-03-30T01:50:34,walk in,39121.44
2e92b8aa-3ccf-43ca-b,3,62d1c049,34df6db3-72ab-48e5-8,2023-12-07T07:46:26,walk in,23348.87
48362102-1208-40ae-8,2,82bde024,9f237d24-442d-4aa4-8,2023-07-21T12:53:26,delivery,47105.93
6f162bcd-4d7b-4617-9,1,bcf74d7a,bbf62a70-258a-46fc-8,2023-01-12T08:05:56,walk in,34030.42
93c86bca-faaa-45b1-8,3,4d23bed5,377a2488-14ec-4969-9,2023-09-28T12:37:26,delivery,20524.4
43a276fe-42a2-475f-9,3,6f055718,91649c00-06c1-452e-a,2024-03-17T03:51:05,delivery,45605.1
9fcb3da2-71b8-49f3-a,3,a70ce1b5,e5c41c09-ed3a-45c3-8,2024-05-23T05:54:44,delivery,29670.64
e3283344-3819-4963-9,1,bcb8a084,bd51888a-9e90-46c2-b,2023-05-01T14:42:29,walk in,30845.51
8b207206-e5d5-47a0-8,3,5987baf1,24da0cbd-f2ca-475e-9,2023-05-02T16:58:33,delivery,49715.79
7ae5b493-2147-4832-9,4,ab721ab0,8b9b5e3d-2af8-464e-b,2024-11-07T05:23:18,walk in,41023.55
1ef2e85c-e2b3-4861-a,3,87f26aee,1d2991b0-7b1e-4ba0-a,2024-10-14T02:58:37,walk in,26109.21
8089a8fd-c607-40b4-b,4,bcb8a084,2ff4a261-7789-4d4d-b,2023-03-09T16:59:55,delivery,28575.21
ce53ec9b-642d-4f79-b,1,62d1c049,150acb50-7d83-460e-8,2024-01-28T16:22:19,delivery,17539.43
35e06591-f5b4-4331-8,1,1eab5cd8,f10c0931-a3e0-4c85-8,2024-09-29T09:49:56,walk in,38602.49
9d0120b7-7c07-4b22-b,1,5987baf1,c79c0353-07ac-4d0b-9,2024-07-30T19:23:15,delivery,25888.12
e71a527f-9bc0-49ec-9,2,635a8ce2,6fccd059-477b-4715-8,2023-12-03T01:27:23,walk in,2030.45
8fe55506-be7a-40b6-a,2,0f967bcc,c9bd0e5a-c0fa-429b-a,2024-09-12T21:43:54,delivery,23529.74
1a434fda-3238-4279-9,4,600027e8,32dd920e-0677-447e-a,2023-08-20T22:40:16,delivery,44724.18
bc3842bb-0295-4ca9-a,1,d1f6f86c,f4b898ed-6d9e-4701-8,2023-01-20T17:17:39,delivery,17048.64
2d5147c9-47b6-4c5f-a,1,452ec40a,c44a8153-35d2-4b0c-a,2024-09-11T21:35:44,walk in,28814.18
0be3b8d5-44d1-4263-b,2,87f26aee,8abebd74-ab28-4cd5-a,2024-11-07T01:01:18,walk in,30627.3
7844aa41-e8bb-442c-b,1,6f055718,f4ec7894-ae75-41cc-8,2023-07-14T23:16:10,walk in,20620.97
f10a0e3c-7dba-42a3-8,1,635a8ce2,6544f70f-4fc7-438e-a,2023-10-27T17:37:16,delivery,47211.2
febf344c-e574-449f-a,2,7576714a,e12caf72-f40d-4177-a,2024-07-17T16:53:42,delivery,43316.49
ae751dce-a447-40f6-8,3,87f26aee,06ecc6d8-a601-4197-9,2024-08-29T03:19:43,delivery,44333.95
7becf3a2-93a7-4d0d-a,1,a9f559fc,f10115c2-37b9-48ec-a,2023-02-11T21:22:29,walk in,3917.88
557e40b7-924c-470d-8,2,4d23bed5,e2deed8d-da41-4bac-8,2023-07-26T13:47:54,walk in,1380.45
abd60154-7c10-4d95-b,2,9893588c,748dc3e8-8513-46d1-b,2024-01-25T21:24:58,walk in,25198.36
6b2fceff-b8c0-4b8a-8,4,34a9af41,6306d84d-e2d3-4a36-b,2023-06-19T18:59:46,walk in,33793.54
2d47067b-1bf7-450f-a,2,94820a06,4bebd7c8-8970-4733-9,2024-09-25T15:46:32,delivery,25071.03
01d3f8ef-c1fb-4f4b-8,1,82bde024,f52a6d1a-08a7-4a96-b,2023-09-28T01:26:58,walk in,2935.81
39d38ede-2c5d-4c62-b,2,42d6cb5c,bce7b70a-bd40-4fb9-9,2023-11-29T07:42:15,walk in,27066.07
96e25b5b-e858-4f38-a,1,ae711399,3d45f719-ccea-4410-a,2023-02-02T01:51:03,delivery,36954.03
f14d2017-d71e-4b4f-b,3,a9f559fc,d140688c-0d80-46c0-9,2024-05-16T09:00:12,walk in,35343.14
1c70627b-b378-4493-b,4,9893588c,4d409d2d-4599-477b-9,2024-03-17T22:25:06,delivery,8222.08
986be554-4dc7-4164-b,3,95c5fb98,f87520b5-c142-41cd-9,2024-09-06T05:56:09,delivery,9973.59
5a3470e7-9dff-4435-8,1,daea58ba,48ec7851-46d9-4620-8,2024-09-11T22:22:32,walk in,1368.31
a1a91a94-7ff6-41f2-9,2,026530cd,6609edfa-d571-47a5-a,2023-12-23T01:56:55,delivery,16362.79
e407fca7-7ba7-4f70-b,2,d64a3ce0,b6fca7be-9adc-4a42-b,2024-08-19T23:21:02,delivery,10612.12
516e8e64-74cc-4cd8-8,4,ab721ab0,c49ffae7-3d2b-4a1d-b,2023-05-16T07:50:14,delivery,44602.6
6c0f1ee3-813b-4933-8,1,0f967bcc,24af51b1-51e9-4935-9,2024-04-18T04:19:38,walk in,21348.66
cda781ed-067c-447b-b,4,635a8ce2,320d71bd-a6ce-4532-b,2024-10-29T16:20:43,walk in,33655.04
872b63d7-8956-4549-a,1,d1f6f86c,708ff57d-4d60-40f8-b,2024-03-26T06:40:19,delivery,19152.16
4c9fc70d-fa15-4594-9,2,6a5ccc2c,5957d1ea-2455-4de1-8,2024-01-20T10:25:13,walk in,41918.93
11d245ca-89f7-4da4-9,4,95c5fb98,a3014ee3-752f-4106-b,2024-07-01T13:15:33,walk in,6371.46
b5e41d7b-5ef8-4840-b,1,d1f6f86c,ff2b5775-5062-4835-a,2024-07-15T16:11:18,walk in,30170.83
84fe50f8-ed23-454e-8,4,6f055718,df0c8b6d-d181-413a-b,2023-08-27T02:55:29,delivery,47624.52
7e68d6df-afe2-4705-8,4,62d1c049,29c9423f-d9c3-4b60-b,2024-07-23T07:04:55,walk in,24448.18
1665c2b4-1c1c-47f9-a,4,6f055718,e8e4dce1-3709-44c8-a,2024-11-12T06:25:04,delivery,27906.73
9c164357-4368-44be-b,4,0f967bcc,50b73802-2ce9-4f91-a,2023-03-15T06:15:17,delivery,39087.62
