order_item_id,order_id,menu_item_id,quantity
f9a7893e-8fb8-4880-bb96-d04433e6,dc930275-d9aa-49c2-b,d72210a5-db67-4d63-8407-7a268eab,6
ab1251b0-d09c-4f9d-92e2-ead2187a,af2c0d9a-d219-410d-8,8e69abbb-7e31-47d8-82fd-133c9d85,5
a8604117-de0b-4518-85fc-7007bd67,a127e74c-6e3e-4e21-b,3d057f20-7a84-41a9-acee-4f716d7c,2
a564d83a-becf-4954-b13a-b48d19f9,26521224-1110-4e89-8,294a7afa-a150-4964-a820-17143eb3,8
771585b2-aff7-49bb-be21-c715b9c2,f04b44f7-423b-4ae2-a,89a88cb4-e38c-4ec2-81e2-b32d4a08,10
ddf4fc8b-a4a4-460e-9553-d22ea808,d082bf72-85c3-4a8c-b,a51db33f-a4d5-430d-b0e1-0371ac56,10
ea4cab88-4621-43ef-9efd-836fcc1d,cb31f639-0868-4778-b,016456eb-db73-44f4-a73e-afe39d02,1
f2f6d2ed-b864-442a-9673-430f5c8a,6d6ab0c5-849d-466b-a,5d218f03-ee2c-4df9-a5cd-9e87512b,10
795be93c-ff52-4c47-8ff9-3da9d135,c9ca855b-5118-45fe-8,89c0befa-2d89-4ee3-b7be-4c4dd75f,4
e8ad7068-0baa-4ee9-a6f8-f20ccdd2,38701e80-3ec0-45ef-b,e6031d66-8b0f-441e-a0e8-1596764e,3
9ecce704-f2d8-49d3-bba9-a0f041fa,3e515a63-2c2d-43a3-9,5e0bfdfc-8ccc-4918-855d-202c572b,4
6816210e-1d8d-4391-855f-be179313,12cc81e8-9f55-438d-a,857ea29c-c62f-439c-b5c2-fc60dd02,9
b063d60e-d49f-4f70-a5b1-81b1bd6d,cd4ce662-5450-452d-a,78be1ef1-3754-4691-9db3-e5626aa8,2
9cb1ac12-4971-4653-a1a6-d1d90237,990670f9-5eed-476e-a,fd46ffdb-ebd8-495b-8ebd-e2f38dcf,5
38c4fe6f-03b3-4232-8d2c-20009110,9c164357-4368-44be-b,01aa51df-2b26-4cc2-ab5b-f73424af,3
94a58e03-4316-4720-bb74-c6c55793,b238d673-617d-42b4-a,2c764be8-5846-4893-afd3-0ccce0ad,1
4ac24966-0d7c-4f86-ac6b-3e7eb06c,61755260-aa39-4667-8,6f7f9864-dd2b-42b0-9999-6ad2f95c,7
bbfc1722-810b-474b-8f76-7ac84e4d,dd09aa3d-ed0b-4ef0-b,2840e6a9-3214-4b37-a1d0-eb6fd58f,8
6d0210a0-3493-4756-91e8-1590bd7d,c4ab22f7-6e84-4665-b,00875b64-6a6d-48cd-938b-8db3cbc2,1
30a6123a-4f76-4ec4-ac4b-17c1b5a2,206e30bb-2edf-4bd6-8,57f984c1-5b4a-40d9-8429-f1563a41,8
a3efaa82-e619-4c50-a3f9-1c057382,5de9bcaa-ec70-418d-a,91441af6-38df-426b-bcb4-aac4d95d,2
d891ceba-4451-4748-a669-1feba7b2,f2873b11-ba6b-4bcb-8,029bd98b-9513-4422-8a55-f8c8642e,3
9f9880c2-ac39-4175-be3b-f91402e7,f8cf1b71-56b8-49f8-8,6570f486-f93a-42e2-9c02-e0bad0ee,1
2c1000bb-ae03-426e-8181-16c67f3a,93c86bca-faaa-45b1-8,d3402eac-c9a8-4d3e-be69-763340ed,3
fd8211ed-f124-4d7e-bb5c-dd76c313,0ed16253-ab78-4e8e-b,4e6efc7a-7566-4f94-9885-b97bf3f0,6
aa0ee065-c7c1-411e-a1c8-b0e773f9,38916553-8d2c-4b0c-b,61bb16b9-b338-4d69-82b6-cbbf5e3c,9
0696d258-7d4b-4eed-8077-0639ce69,fe2e0327-e516-4c98-a,3f14e7e2-883c-4185-8bbd-3c6053f4,10
0e3f96c8-fa3c-483c-b28a-1a7e5e32,edb69e75-ca41-411e-9,6c01e815-52e9-49e1-b1bc-71b010a4,5
5a317fb9-7d88-4556-9f84-caaa18bf,ae91b3b6-ec40-4e92-a,a2607576-263a-4ba7-8bc8-ea19b4e6,7
838ccbda-c22e-40f2-81c9-945dac0c,0b287db4-72b9-42c0-9,9b467040-a14a-46f2-9751-0be96d53,10
c421a6d7-0a36-4c9b-b37a-53e9819a,6b86d47b-7524-4871-9,c791802c-c68b-4d6b-a1dd-0fdf2ed1,8
03bbf6ff-ff80-4493-bfb6-0ab773e0,47f203f8-a554-4821-9,baee3490-e57d-4b7c-b81a-4cdd62c0,3
234ca40b-1ae5-4af4-b7ad-ca0b775e,8a3ca7e1-dcb8-425b-a,5b07d96d-e436-4a5e-bc2b-b0d14aae,5
0e75bfea-9947-4376-9b39-2a10b6ff,8d113e57-b62b-4c87-9,f60b7edd-67e3-4d0d-965e-09f03c9a,7
68b482a8-70d8-4125-9bae-f4eb7ab5,bcd1ccd4-48ec-4730-9,577b1095-dcd8-4b5f-9d54-fd2e8133,7
fb5b58c8-f468-4879-aa7b-6195c04d,f320585e-130a-4454-9,bc6d0b96-898b-4f4d-8177-3ec72260,4
5ea75f70-b45b-48b3-bd38-d7fbc74b,66ef882c-9c65-4dee-a,159e8195-8a65-4792-8bb5-61325d67,10
1c2213b3-caa4-4ce5-9d63-ff97cae4,c5e6af7a-f550-4cbe-9,d27e1a0d-42ff-4b28-bdf9-296136bc,1
1552d613-331b-4f38-8582-2f90ebff,425d2b20-f1b0-4f85-9,936c3f9a-ec6f-475d-82c3-220b16d7,3
2f8c2f96-b715-4748-b7e0-c95eaa1c,cd99d97d-b3ed-4f3f-8,11ffa054-4129-40bb-b5cd-6cf4337d,7
f71a7a01-a4a9-420b-ae5f-92f44100,cc67701d-e897-4992-a,4bd344ad-7c3e-403a-a5d2-e79e846e,3
e27b80bc-0e08-44a0-8aad-4ac83ec7,116ebd99-2f71-4280-a,b45145b9-3e79-4f44-a9cd-1cf3c1b3,8
581ca878-d30d-4e8e-bf78-468c2582,a2846831-8232-4ee0-9,26413f6f-c40f-42c1-98ef-4fe4df09,9
2217d472-c429-4210-9d67-3b93872d,b98ebc82-d31c-4c0c-b,4e777915-cb40-4b5f-97f7-1ea2d907,7
e919238e-7c70-4104-bcd1-a366eccd,c5891f8d-426d-4b1c-a,1d48dde7-7ea5-4a44-acb7-99daeb13,2
2450b820-aa59-482b-bc0c-b3ddd68f,f807e9a3-7222-45be-9,1c01903e-8f38-4fb0-8168-408bcaf7,1
e56317c9-5ec5-4d4a-af14-aea37ca5,c54cd9b4-c83e-4c5c-8,33e8378c-f788-4468-9058-07d9dfcb,5
7607f62e-a58f-4634-a544-3bfc058c,0368c4c1-b502-4ec5-a,ca12571e-e18a-4ffa-b6f2-64abdece,10
fb10e201-f69d-4448-857f-28526aa3,e6f7eb9c-299c-47cd-8,3336b3cf-a271-4149-8af2-ad6937a8,4
7799c957-0ded-4e64-8070-28b90a80,65053cd4-6f36-42a8-8,6c8204fe-c702-4569-b97e-61916384,3
48fe8235-b227-4d71-b306-18f2e6fa,c52c6293-0d9c-4445-8,acf79720-6cc9-4de4-89f2-c01046e9,1
35c65afc-b9c1-4a82-b69f-18aae89b,d87f63fb-b997-43cb-a,61481ab8-9147-44ee-9058-bef1b15c,5
61ccb731-bf7f-464b-ac53-07ba8f08,7548fa9f-4120-4936-a,3fe4a1a1-05d7-4bb8-8d11-34a3c537,10
b4815041-d8c4-47eb-b784-b735e429,e3c07bf6-12bc-4301-9,668b2f87-c066-40db-a324-56fbd4dd,1
e024e7b1-26c6-46ab-88d5-32d46c97,6c78d126-1ac5-48dd-9,a963a114-045b-4483-a449-a031079b,4
7415d13e-c047-4cb4-a590-5369819d,f0d4c17f-a873-4f29-a,8fdacb99-94d1-47c9-98f9-7e3c4a7c,9
bb78c11c-a5dc-4330-a3fc-bbecbb46,de6ee469-4654-4000-8,7c59b365-a416-434a-8382-b81f112f,1
116c2c98-4aee-4d6f-a1b9-def3166e,06236345-4d7e-4429-a,7683cda9-8a3d-499c-9bac-2981a411,5
fad17645-e6dc-45c6-82ec-d3770ddc,d63b3fd7-8b7d-4fff-b,d4860442-1a95-446b-a471-03e015a5,8
4bf7111f-4d0f-47fd-b246-11c2ffa3,312cf76c-633b-468e-a,10f0c538-b9d6-4299-835a-72e3dbe1,10
029fbccb-096d-4691-87b2-7f4aa53f,66104a9d-d6fe-4562-a,82289aaf-d951-415c-ab61-5f752552,8
3614e7cf-5577-4ed3-a971-19c9c2e2,a0f9d59f-048c-45aa-b,6ba6b2f9-3327-4688-88e0-56f8f125,4
fe9d2016-a0a4-4f52-b8c2-0c93e95c,9beb16bf-3470-4cc2-a,53739a8e-2b8a-42a1-8404-dda613be,6
84bf0348-9ef7-4577-ae99-0567cf67,9d633ef8-df8d-4dc4-9,3b3058a6-9bfb-4fdc-81ec-b6e2aaa9,3
51694068-165e-4a7a-b6dd-32519902,f684ce09-f5ad-4d7c-b,2a7e33bd-6d34-471d-96bb-5c77245f,1
b034f630-8012-4474-97ef-ae4cf6f2,33660274-0c8c-4e00-8,29338794-d6a1-4fc9-b3f6-dc6db4fb,1
d24e7754-e5cb-4a81-9b05-782c2f99,b963abb2-6d76-497a-8,80840edc-bd75-457f-bbe3-9904ef16,5
bbc87214-4b0b-4a7f-a6b1-428484f0,4d34a2de-30fa-493f-a,c9e384c0-e8f2-4197-9f53-68f41715,1
df260441-5a0d-4735-bebc-144572a0,6b7c9336-bc75-40f1-9,6c3acb34-4b7a-4ec5-a8d8-35b821b9,9
e0be2833-1890-40a0-95c3-8c1222cb,d0b5a81e-1a98-4f99-b,35341444-2f99-42ba-8bdb-30500ea3,7
f50e965d-146e-4633-a191-dc134ddb,827590eb-e5fe-43ed-a,a505ae50-2db0-48bc-b4e0-bc41b3c3,4
0e21793b-f18d-4e59-a30d-0be684d2,89d2a81d-7fcb-41cf-8,b90c0908-605d-4f19-8454-009723b1,2
df38d0bd-cb21-4110-8782-69b2caed,421ac9d3-bb8a-4c57-8,313643e4-0840-4a31-b2aa-2758a0f9,9
e6a00bb5-31d3-4edd-b9c9-e8517768,3e7abb47-8968-4770-a,ff65b36a-b79a-4b58-a712-44016aa1,5
e06197ed-7dca-4252-be4e-a9ad095d,df8b6943-993b-4f6a-b,8f5e358e-3633-48ca-b17f-923ac72f,5
f2ac7af1-5d68-4e83-8da8-c52ff586,d2482787-af2e-4ec5-8,9014c33b-facc-4801-9cf2-26407400,1
0d3b5c64-c0d8-4c9a-82a1-aca784de,3a2bd0e2-3c50-49d4-9,75cd7544-3794-4df7-b33b-31ea205f,9
3429eb19-6ecc-4858-875a-ccaedf84,312175de-d2aa-4d9c-b,a53bfac7-45ad-4954-9cca-edcbc1fa,7
2e3bfcf7-2594-4069-968b-b8b49582,1d63688f-01c2-450a-8,09a6a692-aefd-431c-aafe-07e3c3bf,4
84b6d901-96ff-49bd-aabe-52b53beb,c9ca855b-5118-45fe-8,2fdaaf60-54ea-4a81-8dd6-f35ef4f3,8
f0a4971f-0283-4b3a-878e-fe4f3670,14ab006e-4f02-4ce5-a,661cc913-dd62-403b-b96c-938e1846,3
b732046f-d97d-40c3-96d1-ce876a74,7b8aa4e8-4859-4f52-9,45191532-636e-4073-99e8-ad3866e3,10
22b6724f-8441-433a-bf12-ac87d8d8,90afcd99-253a-44d1-b,17ed3550-4f4b-462a-89d8-7f75bce9,10
3c82a7c6-6657-4a3b-8ca3-c4103dbd,ae50248f-f82f-4b4b-9,3e7f67cb-a888-488b-b449-2e6ab841,2
9e4462e2-93f4-4178-bfa5-7b49513b,20a15e60-ec4f-4f51-8,9121c8a1-7b82-4d44-a86b-f5c1008b,2
cecc2cf6-7a95-41dd-b85f-441998c5,1cbc8e53-9866-42f2-a,9b24d188-98a4-4ed8-bcf9-9da25f6e,10
984e2020-11c6-484e-8d5b-abb264ca,42f8e87c-5a51-4514-b,59124792-2ee3-4a61-aa99-ed999454,4
7b1224d1-d040-4064-8cfe-46cc1b8f,b480b212-2131-453b-9,fc6e2e46-f457-435f-a0ce-5c002960,10
ee8e82cb-eaf5-4156-8b88-8acd1f96,76b8f4e7-a15b-4a7b-9,6c2efae7-51f9-41ee-a0eb-4f4fd8c5,8
dcd5d1bf-5632-4d50-8d18-a710c18e,45f0b168-bbef-4e9b-9,2ecf0b02-3ebe-44dd-9ae6-47508cc0,3
dfab9c81-7f02-4e1f-9840-530e3f9e,4acc97db-24bb-49b0-9,4e0745e4-24f0-45aa-9d3b-bc1d9ea4,8
4ad584c3-1629-49dc-b713-58938fd1,fb100519-2996-4597-a,62c536f8-d333-48da-9179-f8240a85,10
a3245fdb-f927-4261-ac37-33504a6b,c4bc83b6-6715-4321-a,3ee94956-7637-4124-b1c1-b3a436e5,2
95d4e183-501e-4444-9457-8d567ccd,89657eb4-8e48-491d-8,fe9db47d-3ec6-437f-8bec-552750b8,6
8e53f3de-c812-4925-b4d4-877b9f5e,7635c24f-a34e-4c37-9,20766d1d-424b-406e-8738-d3522cb6,1
8b0851d3-4631-49c0-ad23-5e452751,b630cee0-849a-474a-b,fa17791c-8f59-413c-a072-52aa791d,2
26367edf-6b67-4925-8af9-73e68b2f,0f7abbbe-3be4-42a6-9,a14d8d28-e5a7-427f-9245-7bc4c457,3
4c0dceac-007c-4364-bbb0-8d6de89f,fc15c23d-5f07-4435-a,1ee073d2-277e-4671-b11e-1ebf4819,3
9284f521-2098-4f83-a620-0d65940a,6d286bc5-2534-4d29-8,8cf85374-2dbe-40fe-8c77-43b22a22,8
a6f60f05-c8e7-43ae-8ebd-c3b375bd,3bd80b52-da29-4dcd-b,aa7ee846-9016-47f1-81d1-210a2459,8
8f3f9fff-ca1e-4235-8c78-a90bdb07,49ebd0cc-593d-4d8b-b,4ba3fa6e-8f1d-40ba-8bfa-1f6632c0,7
d51d9249-dddc-45a1-82f4-7e7781be,c8ebdfad-9822-49bf-8,0d98aea5-0624-4f5c-9583-7943eedf,10
838aec77-f4a9-4dbe-bbf2-19e1ec8d,462f6b26-29d9-47b9-8,d8c5bfb1-fb00-49ea-a85d-d4e12f4b,8
42c082e3-3d81-4bcb-9c09-c8af3309,f1357427-4cb7-48e3-9,0124f4ae-fd6a-4c02-b49f-b3f2ad88,5
01402305-2b7c-48a3-9e92-249b54be,52f41a0f-8dd1-4f26-b,5dae5dee-6253-4d6d-9f3a-97864034,5
90fab3bd-82e7-40b5-b10b-69ff0553,e2c940ce-938a-4f3c-b,c6f6286e-d8e4-4b3c-859e-c42f7448,10
872350a9-94c0-475d-87ae-ad30a5c8,d945432d-66dc-4e31-8,f34e4af8-23f4-4b58-92f7-81037de3,3
0df1ed9f-5fd4-477a-8aea-3c719d16,38701e80-3ec0-45ef-b,a375a18f-378a-440f-8704-8724d67c,3
7074153b-7114-4c66-b53e-58d51947,ee610bdc-1583-4cbe-8,2ea169da-78a9-4e56-be77-e7d6bc4f,1
2b29e01e-4ebe-4f02-a00e-5979252b,44bd1c7b-6392-4004-9,59cf0bc1-9bd5-44a4-95ca-4a6d2059,8
ca6d2657-e4ba-483c-95d4-9ddb757d,228911f7-bbc2-4c3d-a,4a6a95ed-4bce-4d29-a61e-8e8a39ed,4
e832fff2-e320-4164-856e-d455766b,2165d2d2-4186-4fd0-b,de5ace31-0eb6-4250-b449-137c88e0,4
bba9205d-1eb3-45b5-b864-0ce8482a,1d93b02d-a745-4041-a,3e565374-d522-48a3-b386-a5a31c84,7
d8bda38e-6a86-49c6-ad97-68b73587,ad79b852-a317-4c79-b,ef5b783e-9396-4bc4-9795-3194fb1c,8
7ada5441-df16-45a8-9d00-1ca7b576,ffd78e71-c7cd-4aec-b,28cf3a8e-a05c-4757-a662-eadf7e1b,4
05f39ed8-9140-41a3-8101-1e9758d0,8529df48-5803-4365-b,ff233c82-5fde-4f3f-a903-68ebadc6,4
40998ad6-d171-49d9-8774-57a08e22,dc330dca-a94b-4f88-b,2290e462-1665-44c3-bbda-13156d01,9
19bbf0a4-ecba-4172-8bec-ec158e86,86da9344-d899-4395-8,c6c11668-9e88-46ba-9e7d-b8bbadc8,8
77e70afe-872c-4164-a530-ee196bdc,f8d1f78c-ddfd-4dbf-a,9e75254c-8aa9-4b72-a5ab-8f298efa,2
17a348b2-6a54-42fd-9578-f05c28d6,4c77e245-f6ae-4b71-9,42b05687-c437-44ec-9e2f-74cccc55,6
ddc1c2e9-171f-4f4e-82d2-5e490c07,2e8fb79c-c76f-403a-9,8e941e1f-b5b7-42c8-9c9a-9b1abc30,9
510a8d4f-253e-48e4-876c-d19c3730,fd8fbf0b-ed6e-42c1-8,395d79e8-bef0-4007-9180-4d0f1887,10
7febe441-518e-4dfb-b912-a3a7cdc8,d3d2bfa1-586c-47e6-b,87de3daf-b25d-4b42-b054-7e1d7667,5
67419157-6815-4b8a-a635-de8ba8c3,ed80fad8-de78-4a95-a,cb3319e7-7344-484c-8375-a88ea13e,5
654693d6-19eb-4882-b361-30efcc96,ffa94afe-50ed-4dab-9,ba719bc9-3650-4e4e-a854-f5934d25,7
3277423e-7146-4c7d-809c-7e6eaad7,a039f1dc-fa1b-4870-9,c2516f41-8013-43e1-a144-65e96105,10
1074a328-6e6e-41a2-8e9b-4612e0f4,fb03da2b-0c16-4a93-9,cbf8b716-bdc2-4169-9dc3-16b72625,1
3d2af7bf-57e5-4f9b-8498-104b158d,355d15bf-a885-468b-b,9f0fd25a-608e-4741-b390-2e990b3d,7
5d3d5c84-dba1-4b80-8664-d7bf1bd1,c21bfa7b-a2ed-4e1b-8,457b29dc-ef9e-443c-9752-218c0209,2
bed07d02-dceb-42e0-904b-0fce1ba2,ef171909-bfb4-426e-9,4a154385-41e3-456b-960b-3729c7c4,10
52343804-9890-4470-8d19-263ff664,74fabe57-9ec9-4134-9,a71a970e-ae29-4e29-abdc-da28c8d8,6
b356bb0b-c07c-408b-bade-c0a7e72f,eb232f5d-65a0-443e-a,519bd479-cfe8-448b-940d-ddb25301,4
bf5aaedc-c8e9-4b87-9bff-3e7ba7a6,c373f61f-fd91-4cec-9,0e5f1642-ed72-4e64-94f7-f2c499ca,6
13427403-477d-4b2e-b6d4-317d526b,e1a9779f-6696-4107-b,6dc09812-dce7-474e-a381-5d93a405,9
39a4df7b-643f-4a2e-8e73-ae14b518,0cdbf042-adf9-4812-b,58dbeedb-d46b-4571-8773-3b93c82c,10
a1a287b8-19ac-4d61-a39d-d3f6e5a0,2e976ced-7a04-499e-a,d404dc4b-31f2-4ddf-b81d-f7207a19,8
79ece931-4720-4154-9fd0-a9243020,315195bf-fbb6-4790-a,ba64b5af-b004-4849-9450-f6363536,9
4d2b2535-bf60-458e-ac75-6a128733,2ff70906-4f58-4957-8,8d91a114-cb7d-4d65-9890-a8b4426e,5
25152860-f250-4fea-aa24-a76ff1a7,56ee6458-dac5-4e59-9,5288f1ae-ca91-4623-8422-384390c9,6
5a1d06b3-ecc6-4765-8a11-0aee19c8,f58da86f-433c-4bbc-9,d71edcf6-e5cf-4472-870b-8819bb3d,9
52f052c0-5cd8-4dde-bd91-07c8d707,727fd864-f0bc-45df-8,1def17ac-8917-490c-bf3f-861c1602,3
175e3560-c1c1-4bb9-9d01-16806dbf,4965658a-eea5-4335-8,d8053393-59b3-4085-8d39-9307393b,3
cf7305dc-2fdd-4ca9-a09c-1d422642,6fa94e6f-852a-4d71-a,912513a6-b961-4d2f-b244-434cef61,6
c036d7e7-0a78-4413-abad-1c19ff71,08fa16b2-173b-4a27-8,9c29fd07-f59a-4fc4-8dd0-ab3b02fc,2
8d1b5a2f-424c-4331-9554-e80ff930,6cb4c960-e7c3-46b5-8,f1495eb4-04c9-4ac8-a1da-521e4f44,10
c5f6f525-798e-488b-b766-9391e562,e67a4628-41d8-446a-a,3f5af1ea-97a0-4228-ab5f-04518519,4
9977d2b6-3838-463f-a6a1-509e598a,c446c454-cb9d-49d4-9,a1f1e322-20d2-427f-b07d-ee61c3d3,1
55ed2ed5-1ca6-48d0-8767-899eca50,311126af-8a46-4254-9,e348548f-2a8c-4b08-ac0f-b522c382,7
e2cfa7de-40a8-4998-a2de-49f94da1,598f7b36-47b1-45c5-a,0fe1bae3-a676-46fa-97d0-9c2603ba,7
6eed5970-7d6b-4bff-a4b2-100523c7,45622691-3213-4d4b-a,676ff40a-c8e1-4133-8005-3b860e49,3
dbd63862-8ea2-4297-850b-92f50b78,efdfff07-c764-44b9-9,ae2c29de-a5e6-4614-982c-7ba61f0a,10
86f253f2-3729-4984-9b6a-b384db70,7af1867b-1296-4e30-b,88f90b4f-1878-451d-9182-8cf18150,1
df9d5271-19e9-42fc-afe0-a70cb38b,cf4f2a1d-cacd-46c3-a,2350d1c0-3754-4c50-a3d8-31971e82,6
466a755c-a107-4cd9-9b0a-805ae82d,835f6cc8-cf68-4bee-9,f47ef940-58b4-4a1f-bcee-2d169f77,1
2eab2a62-9652-48ce-a2d3-d61298ab,314085cc-279f-4686-b,0707aceb-7d38-40ca-a651-d66dcdc9,3
a53643fe-0c84-4a3d-b41d-2cff5038,7ddec02b-c146-403a-a,d7ad78df-5c98-4e78-926b-cbbe9731,9
897560fb-854f-4cc9-9fcf-371ae17b,4a0f5dce-ab1e-4acd-a,16d36da2-37c8-4912-8d8e-85e0d3d0,3
637ebb14-d7b6-4c2e-811e-09a869fb,153a01db-640b-46d5-9,61b889b6-463e-4981-9a3e-09ee93b8,3
adb4e21f-93f9-42fe-9f9a-6db43481,8c5b2f4a-a260-4724-b,2c764be8-5846-4893-afd3-0ccce0ad,7
79c7d8a8-f058-40f2-88a8-fd440032,77706711-114b-49a0-a,d75ba2f4-a037-4f33-81a9-58e0dcbd,1
3abdccbb-3335-4f65-9734-2c8c9991,9b5e8e8c-cadd-4fd3-a,f5331cce-99ee-4ba1-bc84-2e57bfb7,7
d43b6e9f-2962-443f-9775-f9f20958,70193b29-8789-4541-a,e2f967ec-b370-49d3-b171-7d35a7ff,7
fc5abab1-57a8-4e24-8709-3474ff69,7ad80f34-1fb7-4868-a,79cf67e9-871e-4708-92b7-419a7a14,6
9aba6a91-38ee-4c72-be23-417502f4,a90d14f4-d0db-4af4-b,e3199448-a734-4296-9f3e-978cf26e,4
3722a28c-a833-4293-aa36-22420ad6,55a49fa6-ce74-4ad2-b,88676da0-be33-4739-b184-5bc11d84,10
e7248d43-1a68-4a5d-b31b-da244393,d6d3eae2-337e-4be9-8,61250878-8669-4308-b1c3-b2a1523d,9
0a754571-cd8d-4165-87c3-16af2923,ef6a4fbc-b2b7-4de3-9,7835b1c8-a632-47db-a02b-ff48abaa,6
f752fdb0-55bc-4ce6-85bf-d3cdcdd9,76c177aa-e8cb-4a4a-a,4996f327-c6bd-4d42-b402-2ff06735,10
58d8e2e1-f9fc-430a-8f98-02a13f26,64501cee-d77a-45c2-8,17dc4021-244d-4727-b7f9-d38db024,4
212c9ce6-eb09-4923-a352-f90aa439,c3d63461-c2d9-4723-a,31041d1a-9ce5-4c5d-acbf-31d63575,8
2b23252c-fa35-43ca-9a25-444833c6,20167f1c-2668-468c-b,bb7b4452-1ae1-418f-8728-238e7f7c,10
b9de4ecc-e57d-4bf4-910c-cc9c8f8c,07d30f0d-1f9a-484d-8,d0e5e16d-9c3a-4f83-bb89-575ab4e8,3
7784d03d-27e2-4b7e-80c8-cfed5722,98cf1a8a-13c3-4cec-a,3e077c7a-3485-4005-8849-1e0a7d05,3
ac315348-3e48-4ccc-88db-393e7cdf,a10576fd-2321-40cb-9,e0ffc87b-f921-4b31-b2e6-9ab1698d,1
6501373f-d088-4f18-85a2-b7c4e860,7b726dc9-1755-41cb-8,945fa5df-163b-4388-83fd-cf26e442,2
abb737ad-6f62-4716-a396-07cfd2fb,444cb286-7b0e-47e3-a,179da3e4-74c4-49fa-9b87-53d98cdd,10
b19aa9ca-18e0-461e-9bb2-4ca6737f,e64d9a99-9efa-4260-9,f6956c61-e240-4a0e-8cc2-4c05db52,8
7b499df6-79c6-4227-8295-614be3f2,06f62971-2dce-4f5c-8,3f5bdff5-e91c-4cde-9ef5-dd6dcf30,6
dcc3efe0-b6e7-4e26-b354-dc830722,ec8e5490-ea71-42b4-b,50c85fb8-beaa-4347-a952-c5b0658e,7
c1f7db3b-2313-4e29-b254-307ab134,3ed87172-ceb3-4e55-a,9c15f096-0a3e-40b2-83c8-896edefd,3
bedfecfb-7fbc-4427-8965-f3c47a14,6464bf8b-9656-4774-9,4dd81bb6-c865-4bc8-850a-6da6a65f,4
19171b7a-fc82-4954-ab6a-15d5c282,d6c4d84c-30ca-4fb0-9,e9bb2e4c-b08d-4bed-a87a-1d64cc5f,2
360cc102-9ba1-4cf5-9691-4dde0bb1,61f78e52-dd32-4a3f-a,dbb82936-fa96-45ad-a66e-a590c5a6,10
42ed739f-8405-481e-801c-e5a754f4,9f2ab37f-ce56-4adf-8,1a503c83-359e-4714-b684-0e72f821,6
ce28eb0d-2935-4b62-9ab9-799f5430,1a7de624-2ff5-4895-8,7b73aab1-cd42-40c1-a068-474603bb,3
f1b04ce6-e7dd-4be0-92ad-50f6bff1,19545af7-35fa-42df-b,e8e2fe0b-a539-41ee-bf32-f0aa3ee4,1
63d649d4-a18d-44fa-a980-a878b4ae,ea129cec-c318-4b79-9,5c4f1bee-633c-4057-a678-ff2daea0,10
adc1ee34-33da-4a7e-8626-aaa41a06,a40d241f-70c9-4be6-a,73621fd8-1df0-4e5c-b5d0-ab31ce48,9
53b4bdbf-5971-46a7-a6aa-6b11509f,fc9885f3-a384-4034-b,1b2f4c21-f452-4577-820c-bd6d3970,3
51bee910-d480-4298-b3bb-be00241c,f2ee44c5-a472-4afd-b,f195dce7-e622-4d41-bf68-fb7cccd4,4
c18959f8-4f84-4b79-a0c0-f5c108b3,2e327623-5b27-4956-8,33bf1175-f05a-425c-b023-ee186263,3
5e4093e4-f74b-4f06-a07b-994eed13,ad87c671-138d-4364-9,bbff447e-0679-40a6-b733-26dcaa88,10
2b54610d-3bd0-4441-9797-8834ac89,be590c19-1206-490e-b,3abd2d87-4836-4f98-bd80-82e9e078,10
8c78d982-2019-49d1-8ffe-f80cadba,6df95b64-e407-4420-8,316235e5-c6c3-4576-93f3-4912c090,9
113e5943-296b-4446-bfb7-5c8d990a,217b13eb-b42f-47c7-8,c950a3f6-f9ef-401c-a0fb-22a3a497,5
72d2470b-0f51-48c2-9c76-7d2c4d9d,a70c8d90-a9b3-4a0a-b,7bbb9633-e74e-488e-b195-d67c5703,5
d0e610cb-0b61-40cf-9980-9fe49553,15b446bd-cec1-4ef4-a,3b860932-67d8-47c1-b962-35524295,7
527894c6-7c27-4de4-a584-a098608d,f91b41a7-52cc-4866-8,6e1b9497-dbcb-45af-98ee-7edfd5f3,7
c1e59db1-7a27-4cc1-b164-1bf62fe3,01ec34cb-d679-448a-8,5e5ac84c-b07e-441a-bea2-e8bc1cad,7
c346a449-2e38-4b7c-b495-8f76d74a,5fa77cdf-ce9c-470d-8,55cc1bcd-9678-43ec-b404-b0aedaad,7
6aed7a95-cc88-482c-bc5e-b29640a3,404ab6bc-0836-4184-b,7873614e-75e4-4a77-bfbc-f042c61e,2
66535e83-db81-4f5a-acf2-f9c93205,c0401994-7841-452e-a,eb636aaf-b0ba-4932-88ea-30b11e60,8
1c1d3005-b8e1-4968-85ba-d63b2d8d,903641f2-6cb9-4474-a,e417a727-ed08-4eef-ae6c-dd275b37,4
17a06792-b338-417b-8420-d35260b5,ebaa615c-8bb5-4e7e-a,8a710d6f-b5a8-4f59-bdfc-50168b67,6
502b691a-5de1-46bd-b82c-d98c04dc,f91f0b2c-ee18-4d31-b,80ffb9dc-677b-4206-854d-c7b09ff8,4
468b3789-d91f-4f32-899e-add3adcd,8fa48fbb-c79b-44d4-8,1de69f8b-2533-4392-b15e-e853ba84,3
f829bcec-64e5-463e-a47b-9c0e4c7a,011f1eda-c1e7-4191-b,e1fc1031-142f-4e7e-a417-fb1ac98c,1
