inventory_id,branch_id,menu_item_id,quantity
a0e819cf-1ef0-454c-9,4,9f132181-b436-43f4-8bcb-158d6fbf,62
b25e1ff1-7ec4-4a82-b,4,74b52ec3-3dd3-4a7c-b7d0-24d2c441,864
c356c63b-3d87-47f9-a,3,09e06524-58ac-484c-8cdb-40d407a1,555
562fd0cb-aa7e-4212-9,1,fe9db47d-3ec6-437f-8bec-552750b8,73
bc70e5f9-a210-4f00-b,3,2355a096-a9f3-4c1a-a597-9a56a934,851
545a5c85-bf5e-4adf-b,1,19d3e9fb-02b5-4e08-9fdd-be8cdb2d,695
f61a6a3f-0852-4776-b,2,d63f114d-8311-471c-8b37-66104608,842
c8b45daa-93b5-4f1c-9,3,b520c9c1-c8b4-4b5a-85ee-83052202,613
9599e9b8-f578-4545-9,3,ef6b65e5-1566-41fa-b843-db3463ab,160
6ac5b0c1-721d-4709-b,1,ad153b13-f63e-4c80-bd5b-fc49784b,134
7cbc462e-0d91-41fe-9,3,9eaf3107-5f82-40b9-9ada-834d3ae0,535
0226115f-8a29-4541-b,3,d51c115e-d258-4d5b-b0a9-c1140416,26
c6534026-8b49-4f2f-b,4,4e5117a4-fdbc-46f3-bf15-ec93049f,95
45b876e6-9e00-405d-a,1,9d036a8a-b67b-48a7-ae74-54780c66,486
a42c01f1-8793-4704-a,3,8bcf24f1-0f55-4c75-a9ec-584ae457,312
069ee556-a1fe-4fd3-9,3,e17b5590-3dbd-426f-abaa-1603bb58,491
849f6370-85a3-464d-a,4,f2d81960-e7bd-40e4-ad50-c9730f77,336
d7bff3d0-9b8e-4d45-a,1,0924d889-56e3-49b5-b05a-3a611bad,513
86b22f88-e767-493f-8,3,27f1273d-799a-4b2d-b56e-6871cce6,689
d937d44c-f03b-4154-9,1,b4eefc4a-bad8-4e4a-add7-e619d93e,908
3d646cce-3bee-4bb8-b,1,e1cf0912-5fb4-48fa-a4ee-d61201d5,265
4af871e6-cbcd-42cf-9,3,4fbb9f3d-01ff-40c5-b02c-74173bd4,655
684e041b-d557-4ce1-a,1,d834f72a-21ba-4bc2-95b6-77c2df50,153
2953e60c-8e15-4577-8,4,e0ca4d52-f79c-423e-a6a1-7bf7459f,405
bf97ba26-0496-4e2d-b,1,1fe1d887-1fa7-4b36-bd14-8a98f8f1,542
6a117075-dd8c-4f10-b,1,a3d5e106-d811-41cd-9332-bd48d111,928
7854d5fd-f8d1-4e07-9,4,ae9a6591-9807-456b-be5a-c7714040,573
e91b8b50-84bd-4a9d-b,4,c5d82fe3-46c5-4d78-95e5-586c9ad0,350
65bae1dd-511a-4db5-a,2,4e17b1b5-56b4-4817-9fa6-b7b63dbb,465
fa4ec2ef-c17a-4ee3-b,4,d2044926-4928-4d9f-b694-38f570f9,441
fe201df9-6d6f-49eb-b,3,456e8e96-052c-4b4a-9eaa-3d319fcd,368
16cc4d26-479f-41d7-8,4,4ce6743d-d6de-4478-94a6-28bf4bb0,98
f938b075-1c1b-4345-8,3,93424455-95b4-4ee9-80c1-2d5f6d7b,199
57467078-c871-49fd-9,1,90aa9aad-4ddd-4459-99cc-570f0631,772
9ffd64d4-794b-4d7e-8,4,f658b8c4-e0ba-444f-ae44-e6b1b115,885
bf9dd291-48e6-4980-8,2,a7942251-3166-4780-8de6-fe53533a,108
e25672f9-79e0-489f-b,2,f86898b2-6582-4e36-8e41-ea1624ef,996
654106f2-f618-4a90-a,2,79d21532-0b13-4986-8794-966cfae8,340
76dbbe9e-2c09-4a4d-b,4,10da9b6e-2ce9-4b24-b54a-9a8e2f60,144
7c82ecc3-9d84-494a-8,1,a72f6847-ebd7-44a9-b2b9-d582938d,502
3a9d3555-a552-4af0-a,3,510464a8-b455-40ce-af97-08beb494,492
4f24cb26-e1e5-4b99-9,1,300f1e2b-f929-42cb-9996-245a036a,267
ca9fac34-3096-45cf-a,1,6a09c0d8-3171-446e-88f0-559a4568,407
cda53f65-d15b-4b97-9,1,a722a596-cf69-405f-b6d6-a8a10671,877
c1941afd-5068-4108-a,3,2f7fe6fb-f694-4684-8ecf-3adb4049,375
6455b269-0c09-4c22-b,1,45b8467c-f6b4-4ad3-9146-b3e81442,195
e84d24e7-29a7-44b0-8,2,bcb4125b-dc80-4278-bb93-36549a5c,347
298b9e31-6665-4bf4-a,3,6532ceb4-79dd-4071-a661-61b8a9d8,551
e244b0e1-2963-4804-8,2,f338b70b-0dcc-4d6f-9b60-15f221c3,639
642b0b56-a412-4fb6-8,4,0087ebdc-f07b-45b7-9cdc-31e6fbe5,665
dbbcf36c-3004-4201-b,4,89e9a642-f305-4886-aaa3-9ae91e18,665
71991d82-8534-49c0-a,2,86c3708f-0fe1-477e-ad99-2f217c6c,586
daf291a0-32eb-4049-b,3,567aabb7-1451-483b-b3b6-51443df7,825
96b55330-830c-48e2-9,3,3c51383c-6645-4adc-b8cd-3a810a2b,36
0c082820-9e60-4586-a,1,d7c13476-dd80-4ee8-a380-06bdbf51,37
b3346e34-926d-4986-a,4,1b23b9c6-cfc8-49e4-8c7b-bb37fc8f,952
5620d5e0-1282-4627-a,2,df6c8491-80d4-4fd0-947e-3287b364,763
a054f75d-21d7-4b44-a,2,71a6575f-f509-4f42-bfb4-ae5e367b,921
10d4a774-70bd-4a89-9,3,45f4684e-0a59-4ae8-a136-8d2facc5,764
f2d7bc03-3736-4f76-b,3,a4eda260-fa7c-416a-9189-e6000a8c,141
03c3de49-d696-4996-9,1,8f7a92e5-a7c0-458f-92f9-35aff185,243
9324305b-4604-4a4b-b,3,6426d90c-dcc7-4aa4-9933-d59a210d,349
fc99fa34-73d5-4e70-8,1,d048a255-5509-4ec5-9d70-9bb43c8f,265
589e5cae-806c-45db-a,4,dc64072a-81c2-4db0-b0b8-1eac51ad,257
179d8dcd-30dd-4b1c-8,2,e3484729-3c0f-4799-8377-3e8d8543,562
d40cdabb-a5e9-4623-8,4,d54e467f-ea1a-4ded-8616-0c97463f,369
bf18ebee-31a7-4ff8-b,4,ed803f69-2bc2-483a-bf53-7a3ffb78,169
6f56349b-3675-4efa-a,1,9478ae9b-837c-4b2c-bbe1-13e12b5e,234
20156b77-fb64-41f2-b,4,b0c0ec76-e7ab-427c-893c-d05df481,304
37709dd8-3585-49f4-8,1,ded8063e-dfba-412a-a2f0-7f5d88c4,958
3b61c5ee-dc1e-4d53-b,1,a02f9566-4045-4e83-81cd-343ec574,999
271c4e8f-59d8-49ce-9,3,f23dc81d-9f9e-4dba-8fff-bc8a73cc,41
739f685d-0558-4c6b-9,2,0e8f7c11-51a1-419b-aaef-cdd3650a,353
b70714f4-3fdf-45cf-b,1,04608f07-2d50-4dc0-a590-e6200ac6,883
5257b18a-a2dd-4aec-9,4,757ed7ba-b908-4a57-a771-75d68ff7,184
69449b28-9fd1-42f7-8,4,e9211621-7cb8-40db-a4d8-dc540e28,819
4c52de49-8b60-4600-8,4,38773d0f-8077-450e-9b4a-0a7a132e,250
995aa78e-c9be-4cec-b,1,24158e9d-63b1-4fdd-8dec-a21c16e1,440
a8dad59e-72c1-49aa-9,2,ab021389-b263-483e-8a43-9a182adb,893
23b85773-5d69-4f1a-9,1,b0986d95-4dd7-4178-9b0b-8289925a,254
0b06a319-cbec-4384-a,2,879fa60d-ccf2-4af6-863e-19145212,656
2f2a1309-4184-4845-9,4,f12dfbed-93c3-445f-9d72-e13207cf,856
75b4d8d7-089c-4ed1-8,4,f542b916-277b-419a-a608-818eef6e,67
4fed8fcb-408f-44a8-8,2,b4a415ac-ff90-4813-8c03-0de1fa8b,293
d12a9fc8-6ad4-495a-8,2,2e915211-d85d-4ea1-b411-0430b439,986
a65e8395-5dcb-4551-9,2,e7bbf4b5-df8c-4c22-8742-5ae9e5fa,622
4fa21115-35ca-4626-b,2,958e6232-a86c-4021-834b-cb0e067a,984
3952b036-b365-459e-b,3,7d90fe29-74f0-49bf-844b-0cfb4cbf,172
7c3af611-fe6a-455b-9,2,ffabf992-254a-441c-8c0d-49bc0bb9,293
1f123ace-193d-40fa-9,2,315f3a10-8cdb-4a6d-9137-870984b9,829
fad72491-b69b-4650-9,3,b3c086a7-86ad-4a17-a678-2bcce002,156
f20f717f-6cdd-45e0-a,1,825ed9b6-cdc1-4bcc-8bbb-d747295b,20
06246d36-463d-4d26-8,2,5329d4ff-46bf-40b2-8b13-7ede25a3,234
4f1b5283-e574-407c-8,1,819d6063-2503-415f-8b34-d352d365,454
560806ad-ae6c-4969-a,4,6cf7a51f-3cf9-4b38-b986-672b8206,682
4e915560-aa09-4c55-9,3,38b9c872-3c96-42c4-90d0-e02ea1c6,333
5ebc005a-16a3-4259-9,4,e89d286c-abe6-4811-9373-db5e7c7b,97
04e43df0-e848-4832-b,4,36fdb0aa-4f42-4f22-b9f6-fa1e04fe,304
1e0e854f-3c26-410f-9,3,7f915948-a567-427b-b376-ad807a1d,316
9d699c53-4458-4572-a,4,44af7d92-d9f2-4f87-93f5-b78d2cab,388
3a39b2ea-b51a-46a2-b,4,04c24aae-e3e4-4a74-890a-952e16d7,96
48d5f3ad-a5e1-47f0-8,1,19b9c9f5-48d2-4286-81ae-ede88adb,670
27585d03-8604-498c-b,4,b267c68c-a7eb-4504-a440-1ff9348b,493
8dbb528f-24c1-46a9-b,2,ef350284-2108-4fae-9a3c-432e3395,432
2beb44d6-ca63-41a5-9,4,4130aac9-2599-40b8-a391-dd77e4ef,387
15e7fc20-2668-44fa-a,3,cfee3f3f-6f40-452a-af44-8e487439,714
74104319-78d2-4c6b-8,3,612c4cef-1b54-46d5-8915-e10fea3e,195
87c143ca-6623-4af2-a,2,89e13645-11af-4d2a-b847-3ad6f0e0,293
092f2571-9a1a-46dc-a,2,d7ea0c50-fd6f-44fa-a13c-68c298cc,168
1a8b9484-0a89-4f85-9,3,d018af9d-0118-4a68-8f0c-a714c20a,43
e611239a-f150-433f-9,2,867f1219-e0ea-413a-a66f-6f5bc4fd,808
3a85a680-ee44-4c4c-b,4,a5bbf9e4-33c0-491f-b2b8-41b3ca89,1000
c9ed6ec1-e5de-4b4e-9,2,fcd9dee3-b362-4310-b746-41501fde,466
ed8fa80a-e687-47af-8,4,ca7209fe-512d-440b-b9f7-53eb7402,281
cff869ee-09b0-45bd-b,4,6e0f44ef-515b-4911-8513-79235c9e,232
623bd4d8-92da-4b3c-8,3,527fc717-1d5b-4bcb-957c-7b33a85c,277
eeca7911-5b97-46ca-9,1,9112a926-e454-49cf-b3d4-89702a70,960
264fdf66-ef6a-4096-b,1,abd6f096-3381-47dc-8fc7-10cef09f,616
8564b0ce-70b7-4d7c-8,2,ca4cc745-81dc-48b9-b5d8-e413e153,987
0792f56f-b113-42ee-b,1,f5a89699-4caa-4e71-b3ee-364e679b,907
555ccd22-3f2a-4a2a-9,1,e37fbf53-f354-4d21-863a-b33b4125,358
ed322ee0-5045-47a7-9,1,9ec240c2-af34-413a-839c-6fe70c79,488
eb739699-06a1-4b35-9,3,5ddcae73-5377-459c-bb8a-2261fa3f,926
f0318802-08b6-46e5-a,4,91e35ad1-3565-46a3-a5bf-4141ef1f,770
8f14bf19-0085-462d-9,2,a3b38d07-d813-4f5f-8e75-1e0cc952,983
0c60092f-849c-44e6-8,3,b2272b00-ced3-45df-b4a8-03bab242,269
659f4e6c-36ea-4662-8,1,169e975f-3ed9-4001-a7c4-0fa4f6e9,449
7c570af4-f0c7-4a6b-b,1,055231d4-d950-41e0-8e66-407c27e1,948
3b07fe97-07d7-49f6-8,3,580c64ad-d4b4-488d-b988-538594e5,642
7f111c65-38ed-48f7-9,1,ba913ef7-93d9-43b8-870c-69a93f0e,827
354edaa3-83da-4c58-8,2,60625bdf-3bf0-4514-83a9-5d1fd5aa,630
785838e2-81e7-4284-9,1,0b84b4cd-9424-48fb-861b-4ae7a57e,338
6fa8210d-e3a0-4614-b,1,5cb7a28c-86e1-4cca-9ca7-95a92996,810
ddec9191-5618-4705-8,4,66c86007-6b2d-4600-b335-49a9f5ab,709
1c61bfec-0d66-4bb6-a,1,f015d5a5-dde2-4608-bd67-f9abdc59,795
9f0bda6b-cbba-44ba-9,1,91fd29b3-b05a-4fd7-9482-180fabbb,872
00fcf65b-69fb-46cf-a,1,3abd2d87-4836-4f98-bd80-82e9e078,200
6734c55f-3425-42a3-8,4,f30a3e04-8308-42e8-a6dd-59d06612,94
674055a7-3e85-4582-b,4,58dd4718-cdbf-4e9a-be6c-e24e3e00,751
9d3545c4-74da-4935-a,2,4cf11f26-b8ef-412f-9f51-97d301dd,353
3fa967ed-fa91-4ef1-8,1,e5c4b739-1524-44e4-a37f-1637ae4d,376
15dc6e2f-616f-45ab-9,3,77109ef5-4ecc-4145-8800-aeefe384,827
82fe863d-a223-4a5a-b,1,fb8a667e-e841-43e3-838b-339630d0,26
e86c37c0-992a-483c-9,2,48f50203-0783-4612-8b5e-f0e9397c,51
698cc734-7f84-460a-8,1,f746b4bd-04b8-48e9-a9d8-393c7b4a,327
43c31fc6-eff0-4264-8,4,938f8815-e125-4b86-a9a6-e1ff592d,839
11177369-b9c9-4b02-b,2,37cffad0-6230-4324-996a-67d89bd4,939
b234bf93-7c2b-40aa-b,1,1f5fb7de-fdeb-4ad7-9e5f-8808fce2,768
0993581a-9324-4852-9,1,597468fd-bbb9-4ba7-9eba-cc8418d2,18
7062765a-2e04-47aa-9,2,d3e15a44-6059-42b6-bed0-1b4a897c,403
82aa4a67-bf10-4fb2-a,2,aaa384a0-a563-43ef-8b51-8ec8dba6,721
7806d9be-29c0-4733-9,4,edc35dc4-76e2-4ce1-93f9-26c6e28c,263
455e3e64-2460-40ca-a,2,006510e1-aa82-4c4e-89bf-7c12e801,426
52acd8be-1fbe-431a-8,1,9583f56e-354e-4e5f-bb3d-59526420,156
d73d1468-4f68-4537-8,1,d212e980-a9fe-4729-9399-15691542,27
1454d0de-64f1-4fb8-8,2,bdeed111-633c-49ce-ad90-5f559d92,724
03403687-93af-4f11-9,4,6fd74728-d0ed-4b77-9a20-0d4dc57d,427
ecee998c-6a48-438c-a,1,f8954e6f-d82a-4847-b82d-018d57e6,579
409155bf-3db7-4c02-b,4,47eaea8d-b07a-4966-8087-20982c56,359
e081116a-b3f7-4a88-8,3,bb889029-4102-47ae-8795-da7c9015,257
828daa54-4c90-4ef7-a,4,84d993f4-4c7a-4d1e-a479-953dbe56,533
62bdedda-f030-4229-9,4,7255396e-89db-4108-a113-da7f8a79,529
3065b9b0-cb5e-4c12-a,1,a5806f2b-5714-4b1e-b2da-7abda46c,586
7d2edbab-82ae-4dfc-a,2,4e28c592-c1e5-4a9f-86eb-2e90feb9,641
722ea73b-c54a-4087-a,3,1e137c9c-b730-4180-bdb7-4a6f05d2,237
375427c0-ac6b-4518-8,4,33c2c322-42a9-45ed-949b-7ec4b721,314
13e00b9d-50df-4ad1-b,1,b3c69e42-019a-4cf2-a583-9bf1468c,231
12c8ef6a-e468-4b26-9,2,36ed4709-5af6-473c-8b80-aa267b29,581
43e4d0f8-6348-44aa-9,2,e96ed9de-9ba6-40cf-a45e-f788d635,296
e122b4c5-fa86-4496-8,1,959aa887-5392-4601-9e80-a1c593d9,562
ee5570c6-a8e7-41ad-8,2,446dc5b9-29e7-4458-ad75-b7b8bc48,195
c871b45a-0b2b-46e2-b,4,8de69e69-f453-49bf-8787-a9ad2d13,545
679666c2-c32e-4d3f-9,4,cc1997da-0c46-4bfb-9b09-0c0f91d9,238
3d190e31-296f-436e-a,1,0c5558f3-4f91-4b0b-a8cc-08f390dc,591
a10c42ab-980a-4bac-9,4,d3a00b44-8a6b-4aed-83cd-9fff8c16,829
f7d065b7-cec0-462e-8,4,892ec4da-f43b-4fdc-914a-8b55700c,18
872f037a-58c2-43f9-8,2,36392cad-a506-499a-8963-7e07edd8,556
f31b4c9c-2ba3-4278-a,2,dc87964e-9e45-475b-a1a7-8fcedb16,296
0a725916-8c9f-498f-b,1,6124424b-0665-455b-b5f9-07283881,371
088ae88c-fd64-4130-b,2,dfcc2592-de7e-4303-8254-82ed8f4c,296
7d8fc7e5-143a-4b21-8,1,46c482fd-16cd-4d3a-9b30-f49a91a9,214
18da59b6-81b5-40c0-b,2,e12b4b31-e697-481b-93e9-3f23e9c6,595
ad748871-f5d7-4fff-a,4,70d7ab33-7e1c-4de2-aab8-7e4b7318,499
6d595419-7bff-44ff-8,2,ae9a6591-9807-456b-be5a-c7714040,30
968d7f5f-3dc3-4f41-9,2,bb585b35-90e3-435f-96b2-ca15e939,836
c2f6934a-439f-438f-a,4,1ab2be7f-aa1d-4257-b980-2b4c982d,673
aec7a7db-3a8a-4532-8,1,be407761-dafe-4f94-9a77-62f80810,973
e2955686-6e1f-4d7d-b,1,f11376f9-7d33-4bfd-9c1f-4befaf7c,165
aa78300d-c6ba-4c87-b,4,62d8bcfd-e084-4ccc-9a87-c576db76,729
b516476b-402c-4531-a,1,67656361-872f-4513-b0fd-f5754186,620
877d326d-725a-4329-a,4,62557b17-8401-4a06-97c5-90367b56,283
dd861e42-0947-4cd7-8,3,64166fd5-431f-4f14-9d24-64bd1e21,927
33ea13f6-65bb-48f1-9,4,a2c88754-e8d1-401a-8df6-b91b09e2,937
93bcc9b8-69b9-4e12-b,2,740ed07e-fb4f-4a83-9dc7-3274830a,866
03bc6033-db6e-4694-b,3,7be7f2b0-9cc4-45c5-aaef-f1d1c0c4,332
7bb695bc-b9d1-4332-a,3,c1522967-2abd-4eb9-8830-eacd3ffb,203
877f4499-300d-4ff3-9,3,2ceeffe9-2bb8-474d-a994-48018d3d,275
80968234-ebff-4206-b,2,ddcf156a-da72-4e5c-9c9f-4ea3fc8a,87
1d7af202-58ca-43aa-9,2,f95f6e2b-92b7-459a-bb67-71c1896e,3
9cc1328b-5fb0-4321-b,4,5f9265b1-a672-4ffc-810d-e15123bc,631
8bfaa395-d790-4973-a,3,e69ad41a-a1ba-4540-bbdc-2ed1b7b4,379
5053c955-aa81-4f49-b,2,ac109422-bcc9-4173-b327-91130dae,680
b628a96f-c545-4954-8,3,702f9f65-2400-45dd-a3a9-d4c5c8d6,204
d386891c-f1b1-40e0-8,3,55acb276-449b-4811-a44c-1e98c46d,479
40c98d11-5f30-4cea-8,4,b6551c7c-4716-49d9-9802-9b4c8ff5,906
3dc2edd9-340b-4b52-b,1,1a391dfe-e45a-48e8-9253-f23d68d5,562
d3d5807e-3ae4-46fa-8,1,ca29962e-622a-4d67-ab37-c992cd28,120
6ea95359-f8c0-4846-9,2,c478a542-3169-4ba4-a9ba-70317bc3,323
759ed103-9045-4069-a,1,6570f486-f93a-42e2-9c02-e0bad0ee,305
44ab95c2-8639-40b3-a,1,5fab042b-ee49-4d2c-a9f0-91c827ea,316
b8026057-c775-4590-a,4,a6245bf4-81de-4520-a8ed-bd2dfdf2,552
838b9fbe-0293-4c3f-9,4,f4d91101-decc-45be-aeb4-2e862c4d,792
4a81fa46-e47c-44e0-b,2,93f3b909-55c9-4fd0-9db9-32138e11,996
6b0bcd5f-b858-47e5-a,2,1de2952f-5f20-4b3e-a480-a36be5c0,155
0cc90975-95bc-4638-a,2,e4ef205d-dea5-4bfd-8fd9-19e9c3b6,98
1069e06f-f827-4649-a,4,36876a86-e148-4a90-a4b2-c23734e9,657
55119449-37f6-47ab-9,3,6be16b25-6207-4f6f-ad56-069842ff,267
000a714f-20f4-494a-8,4,647deac3-bc6e-4c8a-a76a-9c5ff968,122
0208a630-ac85-485d-a,1,314f3a1a-7c5a-441f-a07c-183fc7b8,944
7c77227c-2507-4ca5-b,1,58e818f6-72a1-4a8f-b4d6-80cd8c2e,601
d0435ebd-4d15-4e79-a,1,e92576c8-d217-43d7-8041-913397df,869
848bb25a-f726-4da5-8,3,54f0bb9e-2a49-430c-aae7-85cd7e12,850
15cc30c8-3de8-4f7b-9,1,3fdc06ba-ddb6-45bc-bef1-d601492d,387
578b6542-5188-4d20-a,4,55432661-60a1-4c11-b9a1-c16e5090,332
0e46dc42-3396-4a04-8,2,b96703c1-5470-408c-b14c-159c01eb,302
2b4ae09d-f0e2-4072-a,3,7a77aa32-0185-4837-af6f-644fe5c0,906
c0bd7744-99e5-42ef-a,4,92db159f-f7e9-42dc-b7c8-beb5cf25,261
03eea5a0-c7cb-4905-9,2,eb9f4fc7-c7ab-4494-993b-80fbe379,249
95853491-c7cd-4421-9,1,569e7bec-feeb-460a-b215-8c7c2b9b,689
07a4e8b5-9682-4b5d-8,2,0252a02b-a9c0-4d78-a704-1409a596,653
a4723ab9-2ecf-4d8b-a,3,52d07d76-fc93-4c98-9f11-d24a86a1,849
012c5434-e99a-4c72-b,3,3e544cb8-f264-4903-a7f1-459e36b0,857
2d2ab9c5-85c9-4f96-9,3,bab1b3f4-b505-4451-8edc-2fd99ceb,60
c0501908-261e-4fda-9,1,0d8f6cc4-af6d-4738-aedc-ceefaa0c,84
f7a36d89-676b-4b1d-9,2,e70e1fee-1001-43c9-bc39-8adab0b2,426
b0a2399d-4306-448c-a,3,92529093-f47a-4eee-bf7f-42d78670,401
b3461abc-850a-4a49-b,1,cfc6c619-3ffe-4fc4-944d-6ad17ffb,785
94be7f07-8d6f-4235-9,1,588f2e44-f041-4580-bb57-01824c19,331
48b802bc-38d3-4aa0-9,2,4340720a-be81-4e55-9fc0-28d0e415,871
bf8ad8e6-dea4-469d-8,1,29cff43e-7197-4c13-8918-0d99a9a1,662
ca9ceeb3-fe16-458b-8,3,6dc09812-dce7-474e-a381-5d93a405,983
907dca7c-9b40-49ad-8,3,5c102279-a248-4c8c-bf34-2b564234,176
bc834a5a-7882-41e9-b,3,9441e683-8c91-4297-ba1e-169498c0,849
c21204e2-a38c-4338-b,4,b7ea57b7-c907-4f8f-a0e9-1eeffefe,987
4b380c57-a06f-4777-9,1,d6aca0d1-f73f-4efc-805e-e6f5a082,791
93e43fa2-f1ac-4db4-8,3,ef8a45d9-9707-4460-b24d-76c55002,583
d8c80990-1cfe-4903-a,1,b17de456-3b74-4e3f-b302-ccc707c6,282
226636ce-95d5-4d39-9,2,1117e0ba-2444-488e-85d1-ce883829,588
e7eb0943-ed7c-4caa-9,4,239d3586-4b95-4ac3-8a26-5e059669,6
452bf746-1071-4fbb-9,1,d0a683a6-1830-42f8-bdde-0a2311c5,650
8386915a-617e-4016-a,2,61b25588-ef8e-41e7-a964-6b38404d,204
24c4caab-164a-4265-9,1,1a391dfe-e45a-48e8-9253-f23d68d5,232
a73f3d6b-adc5-469a-8,4,8819e5aa-57af-453d-abca-019985e4,485
77a4cce8-0627-4aeb-a,3,bbf3dbd1-ca60-41f4-b2f1-5298406d,189
f65b199b-ab97-4ddb-8,3,524bcc9f-b16c-4e43-901f-b6246234,13
8f34ac26-d16b-498b-8,2,3fee1a77-7ed0-48a7-ade0-523ab5bb,269
edd60b08-fc69-48da-a,2,f80938c9-c5af-475d-8a49-e8410b22,717
8bb4ab87-d194-41c2-b,4,acaa5e72-0323-4799-9e18-55eb4c34,651
95c6bc4b-275d-4ef5-a,2,cdfb94aa-78a5-47f4-b93a-00fd3872,877
6ab15435-564d-41c6-b,4,8257ea80-c117-458c-bacb-866ec05a,955
66bab730-c2e0-4353-a,3,98d893db-722d-47f0-a237-242476f1,924
52078ae6-510b-44c4-a,1,f9cc10f4-7c0b-4d8d-b43b-eeb0fad9,584
64742e9c-53c5-4c16-8,1,106b6927-0d97-4547-a5a0-2ce99f83,113
43d5675c-a7f6-45a2-a,4,99f7e559-c744-4cb7-8b27-6581ec69,708
2885fe7a-04f2-46d2-b,2,58beb84f-b376-468d-a3fd-75bee982,188
61613e4e-be3a-4379-b,3,36c763f0-cbc3-485d-b13c-ada75106,727
8d756382-8d7b-4a70-a,4,9ced5448-84d5-47ff-882b-50b6d341,109
eb4faa71-2b7a-48d9-a,4,7dfd159f-c0bc-4615-ba9b-8a129450,393
a9e2be11-8884-4ae9-a,3,d4860442-1a95-446b-a471-03e015a5,411
a2cba87e-2c61-4743-a,1,3c5520b5-2b8e-434e-b3e3-ed940e48,99
c22ef6ae-cbe9-4c6f-8,4,6092fc82-8e7e-43b3-8648-610defbc,314
d09fbac6-dab4-4a08-8,3,acb0b654-3b68-4fac-95c7-4f536834,293
de6bdd5b-c963-4af5-a,4,6bd264e2-2b96-4a2e-973a-9c777cc4,188
51932cae-a13c-4a31-a,3,1432a32f-efce-4662-86c4-e7599f31,838
2bc5859b-5962-4f57-8,3,26352e99-13ec-4068-8690-0c33f16c,429
bdea9baa-ce11-4fb3-b,3,569e35be-68df-4418-84b1-3ad34b4f,272
5295895a-2469-4048-a,1,93f60f35-fdcd-4900-ace5-2d3df5d8,743
c1221410-e9f4-464f-9,3,0bf8a901-f2a9-45e2-9685-7a1f3ff9,608
c7c6d96f-5e1e-46d4-8,1,b0389761-27d2-42eb-93c8-0415ba37,368
3c50a63f-26bd-4793-8,4,0157b08f-1226-4aea-b746-14e00d54,637
83bffaf6-8916-498b-9,1,19fd35e2-2a19-4eab-a83a-7f9ae1c5,698
c54cdb9f-27be-4bae-8,3,6eab7fd0-a29f-4a24-bee2-94a2f581,146
02f29a9f-97d2-41b7-a,2,97c434c0-c26e-42bd-92a7-a1d9b8d5,506
a1eaef9d-6da1-4bfa-8,2,a293ba49-9103-4a2f-a3eb-d0fd332f,662
39c21486-8b98-4a16-b,3,f92773a8-5247-46e6-b83e-742fb625,373
37c34e4b-1c2d-4f6b-8,1,16df341a-1aa2-442d-9435-11140100,514
72445421-248f-4787-b,2,708c8073-4844-489e-bba3-790b4d0c,391
536f9599-9e63-4a47-8,2,57a0f24c-4b69-4ad1-a28f-7c2be15e,343
9568980f-db0c-4346-8,3,dae279d2-d0f4-4a31-a214-b4373077,528
b4dde41f-c784-489b-b,2,2129a93d-5fb4-4407-a2cf-f81f52f2,769
0c88c20f-b3e0-41d7-b,3,ebcb8e1c-2a32-4d9f-8277-bf6be9ef,94
01979a17-ac23-48b4-8,3,f0fee534-3cf9-470c-bbd3-3af3f1e2,863
6c973b1b-0d7a-4190-a,2,c09c6421-390e-4f89-b2de-b72043bd,341
9ad5d059-8492-4d80-b,4,5add1ad8-7e72-41eb-800c-a387f4c5,87
049c6eec-d4ce-41a9-8,4,e6918601-2996-4f22-9ce1-ba2e0119,818
27c2ecbc-4a12-4312-9,4,31d4c794-f33f-4fac-905f-691834bb,224
0d1128f1-bb15-4c02-8,2,adfe2234-82c9-49fc-9072-d0821360,830
f12a286b-a564-44e1-8,4,61ba49a5-343b-44bd-b43f-479c73dd,868
87b2d457-1ed2-4a16-a,3,1ad89923-e235-4744-abe9-8d5f214d,977
683954c3-61d3-4f23-8,2,9e25cb1c-5103-47d3-8df2-a63b2431,77
0dc76732-88bb-4d23-8,4,5ddd53fd-c0f3-4933-a841-98db6739,952
e0c27f2e-1b16-4247-8,2,ce617490-e755-4219-b8ad-c66bed54,597
8da12dea-27f6-4030-b,1,dacfac7f-e37e-4de8-a00f-691a0bd3,992
c66de6d8-a1b7-4bc0-8,2,fc200f46-36bf-4ad6-8e50-96df6780,270
7812ac78-82e7-4b18-b,1,bd870f81-73e2-411a-8246-a217985f,384
6c647b3d-5e00-4298-b,2,06c56e9d-c467-4306-9e90-5d6e6d56,229
c2a25a11-7c5a-4875-8,1,b116d323-d828-494d-8f5a-f82f6569,805
8b7de98a-5b50-4970-b,3,719926b7-8921-4187-916c-4c259034,936
f6e78e3f-c22a-4d00-8,1,674b14a5-bae8-40d6-ae41-e20da627,1
2a0b039f-5e4e-407d-b,3,d755d59c-684c-425e-b1e3-896f7a86,399
72c4c550-655b-4144-8,1,b1ee21b4-0d1e-4818-ab37-4f095db0,446
e75cdc07-fcbe-444e-9,1,1e163f97-025f-4399-839a-625f9849,972
304c2e3f-5ec9-46b2-a,1,769fda53-e0d6-4824-951b-b434b0d3,988
df1b0df6-6ef3-4213-b,1,cead1e15-bac3-4e4e-bc6a-917e65a1,236
