payment_method_id,name
14f34e70-a7e6-490e-8,Debit Card
be1607b9-485a-4f18-9,Debit Card
29653428-49b6-44e1-a,Cash
85dfaea9-5e59-4dc8-8,Cash
c907f2f7-317f-4b31-8,Online Payments
daf3f9fb-b673-4858-b,Cash
2ee406dd-a7e0-4284-9,Cash
61ffbd5a-2460-482e-a,Debit Card
8c78bc48-213a-45ea-a,Debit Card
3c8ad471-0b59-4857-a,Debit Card
01f38f87-a23c-4a99-a,Cash
48b68321-7df1-4953-b,Online Payments
499d3eee-bdfc-404e-a,Debit Card
294c4911-a3ff-44a1-b,Cash
5c6b4f03-3333-4c82-8,Online Payments
70ae2dad-dac6-47e1-8,Cash
8bcfcd6a-af08-4e8b-9,Debit Card
946ef50a-6be0-4862-b,Cash
3b2e7edf-87e9-4755-8,Cash
871ed5b8-0a30-4bea-8,Cash
e33d1f5a-0805-4b9d-b,Cash
a9465787-71bd-4380-a,Debit Card
6fcb5586-6617-4e74-a,Online Payments
6662c441-1b5d-43a5-b,Online Payments
d9bb9190-be8d-41ea-a,Debit Card
f3b0f0cc-6c24-45cf-a,Cash
1e36c5ea-a9ce-432c-8,Debit Card
bd05df74-1263-43d7-a,Online Payments
318701d1-9f02-4ec2-8,Cash
9047a615-c38e-4b3e-8,Cash
a4449f25-22f0-47ae-a,Online Payments
949f4c86-6247-46de-9,Cash
2909bfb6-a556-424d-8,Debit Card
d675e69e-6139-4b21-b,Debit Card
d30796ff-2749-4683-9,Cash
c22e381a-e273-44b0-9,Debit Card
7deed7de-4537-4cb6-8,Cash
2cf9411b-0578-4fba-b,Debit Card
903b197f-2282-43f0-b,Cash
f54e498e-b49d-4c85-a,Cash
011e78b9-f3d1-43f0-b,Cash
627997f2-e70d-4771-9,Cash
ae3ce11a-516e-48d7-8,Online Payments
6b320765-525e-438e-b,Debit Card
68780828-14b4-4f8a-8,Online Payments
19459949-42d4-42d0-8,Debit Card
bbdb0964-2a7a-4b0b-8,Cash
c69ff518-d7a6-4abc-a,Debit Card
48ec7851-46d9-4620-8,Debit Card
29d3cf85-7b2b-4fe3-b,Online Payments
37b30c5a-1aeb-4142-8,Debit Card
10a7a1a5-3f78-4b87-a,Debit Card
85df2fec-d81b-48fa-a,Cash
9788f4ce-6c37-49de-a,Cash
ac4b5068-1ee4-40ef-a,Online Payments
353a739d-d497-4f1e-a,Cash
5c847198-1a67-46ac-8,Cash
0f149316-bfd0-492a-a,Debit Card
da9c1369-7441-430a-a,Cash
3e10dbe2-0bbd-4d15-a,Online Payments
f34a4da7-8d8f-430b-b,Cash
536a38ad-09d1-437e-a,Cash
a944f545-96fc-4a2c-8,Online Payments
7f46abe0-05cc-4b2c-9,Debit Card
c0e9c0b7-8536-4b1b-b,Debit Card
44fc5e12-ee5f-4c17-a,Online Payments
5908f993-9c6d-4175-b,Cash
3f5b872b-ecb9-4a97-a,Online Payments
d11e4efa-6162-4867-9,Debit Card
4c0070a7-d05c-4998-a,Cash
7010f9d9-de17-42c5-9,Online Payments
8d10acc9-500c-40c4-b,Cash
94f54381-af71-4c23-8,Online Payments
50f64a28-8829-44cd-a,Online Payments
2992963f-6da5-402e-b,Online Payments
4fae2e2b-7cc7-44c3-9,Debit Card
5da20c34-9030-42de-8,Debit Card
fe86d3fa-25ca-430b-b,Cash
ecda547b-e438-4f20-8,Debit Card
a5c9c66f-1bfb-40cb-b,Online Payments
b4116e77-85f5-47d5-b,Cash
2ed53c77-c0b7-4ad7-b,Online Payments
9704d275-0d9d-4f37-a,Debit Card
1efd3cfe-0bea-4b62-a,Cash
51a1b6e0-da28-4cfe-a,Debit Card
11f12c8e-179b-4a54-a,Cash
2d359ccb-582c-461d-a,Cash
97a5c31c-8f31-4db5-8,Online Payments
476b0fa5-6f74-4828-9,Cash
65e5e904-936d-4006-b,Cash
45edbd9b-da0c-4c13-9,Cash
4f4da330-e2a3-41d7-a,Cash
65e7ce48-73ad-411d-8,Online Payments
bcc02ffc-3f42-44e4-a,Online Payments
814a6694-3985-467d-9,Online Payments
1ef98937-2720-41ba-9,Online Payments
c691621b-6788-4396-b,Debit Card
d572e15e-d32b-438f-9,Cash
8292f9fc-3254-4e6c-9,Cash
e4501f62-fc35-4f3e-9,Cash
faef396c-6331-4ead-9,Cash
7bec1267-afc5-42f9-9,Debit Card
936e456b-6500-4d41-b,Debit Card
6983ec6d-7865-42ad-9,Online Payments
1765c197-0c48-43ad-8,Debit Card
8e0ab7c5-acc1-4e8f-9,Debit Card
db5ac83a-94b6-4806-b,Cash
a0c0d7f1-4eee-46b6-9,Debit Card
60a51da8-82df-48d9-9,Online Payments
6306d84d-e2d3-4a36-b,Debit Card
8c00bf42-1115-47e7-b,Cash
b6a12cce-277e-4837-b,Online Payments
0e70389c-4f43-437c-b,Cash
75829a6e-6879-4af0-9,Debit Card
a0ea74ba-9d17-4c25-b,Online Payments
9133bf89-b570-4c56-b,Cash
34308418-a883-42d0-b,Online Payments
c782a58c-7639-4ab4-9,Cash
35b16435-c687-4342-9,Cash
dfee6548-2877-442b-9,Online Payments
40913f6c-412b-48c0-9,Cash
1344a984-f9f0-4f01-a,Cash
fdcc3edc-3411-4cd4-9,Online Payments
1b23d27c-59f5-4849-a,Cash
e3d74a3c-f20f-4d31-b,Cash
a6dafeb6-73f1-443e-a,Debit Card
26842d18-27c9-4903-a,Cash
6599e863-396d-4c71-b,Debit Card
0601aba4-8a65-4b33-8,Debit Card
dbb1437c-1a56-475a-a,Cash
f6dcb5bb-c25e-4770-9,Cash
9444c6d6-4072-48fa-9,Cash
b3925b2a-d62d-45b2-a,Debit Card
a9e8fda4-f6bf-4470-8,Debit Card
0d5f07ac-a156-41a7-a,Cash
21f01175-a8bf-4d66-8,Debit Card
0f987eb6-ac98-4997-8,Online Payments
d2c22d37-f2c5-4df2-b,Cash
8f0c63bc-13d0-41d1-b,Debit Card
f0ee2883-ea41-4e31-a,Online Payments
4eb0a3d5-4f3b-45e2-b,Debit Card
34d1044b-71e4-495c-b,Debit Card
e32e872a-3507-42ca-a,Online Payments
c043b013-3fde-45ca-b,Cash
cb2ebf3f-6233-477b-9,Debit Card
fc3d2105-86bc-49e0-b,Debit Card
80ea60aa-7e1e-44da-9,Debit Card
96139360-74e0-4db5-b,Online Payments
05c7b461-f33f-48d6-a,Online Payments
d09fd421-ab7d-4887-9,Cash
3fb4280a-cc03-4d33-b,Cash
11f788b6-550c-4183-8,Online Payments
ad230fb9-df9a-4623-a,Cash
63c8e852-a7d5-4369-9,Debit Card
362a98fe-0adc-4b21-9,Cash
f60d5dd4-9781-4c72-9,Cash
bc83e55b-86ba-437e-8,Cash
e72584c5-92f4-4f3d-a,Cash
735ba608-43df-4a5a-b,Cash
f5013ef3-c2c9-4624-8,Debit Card
eb6158ad-b652-430b-b,Debit Card
dcc41c62-a960-4d3c-b,Debit Card
a55febc0-2373-4329-9,Cash
1751956a-5214-41bb-9,Debit Card
c0cc93a2-dd9b-428c-a,Debit Card
126138cd-810e-4cab-8,Cash
0df36782-4b31-497d-a,Debit Card
335e1b6d-8afa-477a-b,Online Payments
05a9c1b9-f3da-4edd-a,Debit Card
3e6a736b-8b19-4dae-9,Cash
ac277547-67a6-43e2-a,Online Payments
534f902c-5fd3-477e-b,Cash
f695d03a-6942-4219-a,Debit Card
3b27d131-bda3-4a34-8,Cash
a80384dd-0188-4904-8,Cash
c88e7f04-984c-4dfc-8,Cash
29aebb36-1355-40ec-9,Cash
6ac32c8c-1a4a-47f8-a,Cash
81715253-2b36-4da2-a,Cash
4f62b801-7263-479b-b,Cash
00c75ada-7abc-412d-9,Online Payments
5ff6e6cd-33aa-457a-8,Online Payments
17e2302b-ccbf-4995-a,Debit Card
02067cc1-19bc-42c5-9,Debit Card
8d981789-49ec-49a6-b,Debit Card
915cf7dc-e114-472a-a,Online Payments
e94b289e-6829-4cc9-a,Debit Card
2f31ef3a-eab6-4b78-8,Cash
9cd43686-0e42-42e4-b,Online Payments
63532626-7fc0-417f-a,Debit Card
c59f6c27-088e-4962-a,Online Payments
00739d30-c279-4124-8,Cash
9dfec97b-4b94-46fe-9,Cash
880e14b3-6270-4cd7-8,Debit Card
d23e5a47-bb49-45ad-b,Cash
bfe1901d-d981-4c78-8,Cash
f516eaba-b58e-4824-b,Online Payments
d1cdf8fd-87a7-4f26-a,Online Payments
e16a311a-9d4f-4b6f-a,Online Payments
90f09df1-9c82-4b1c-a,Cash
3c05a4f1-9ead-467a-8,Debit Card
fbbdd03c-32a2-4ad0-9,Cash
6d2be49a-0d24-4a0a-8,Debit Card
de394d4a-a178-4751-a,Cash
d7d7ed92-f73f-469e-a,Debit Card
882da159-d32d-4a2a-8,Debit Card
eda7c5c6-852c-495f-9,Cash
8a6a2275-71e9-4d12-8,Cash
536952e5-12fe-4bf9-b,Debit Card
f9e24da8-d1d6-4112-a,Online Payments
5bcf6240-9133-45d1-b,Debit Card
5c4fb4d8-d5d6-4ee1-a,Online Payments
63819e44-1473-4a57-9,Cash
1ff04fe3-2645-4f43-9,Debit Card
158c97d3-8685-4a83-b,Online Payments
7093de64-b022-4565-a,Cash
a959b54e-6829-4c43-9,Online Payments
17700ee4-2f94-4722-b,Online Payments
559539bd-e851-4bcd-9,Debit Card
6ea7db79-4148-449d-8,Cash
a0e6ab4e-50ab-48db-a,Cash
8bf7694b-3926-4647-8,Cash
aab2dd1d-616c-42ef-a,Online Payments
155f703e-dcd9-4af6-8,Cash
79e67dca-a8f9-48d3-a,Cash
85ae79e4-8dd0-4bb4-a,Cash
e31af858-657f-4200-9,Debit Card
ce72be71-2033-458d-9,Cash
8be5dc43-4110-4ae5-8,Debit Card
ab61d3c9-a4f6-4ba1-a,Online Payments
953058f8-2718-4cd3-b,Online Payments
c92e30e1-7b66-4ee4-a,Debit Card
2202f894-304f-4cd3-a,Cash
58554519-c10b-43f2-b,Cash
70808d80-44ba-44bd-a,Cash
bbe1ab1c-452d-44c3-b,Debit Card
f053afed-d3b1-4705-b,Debit Card
996093c5-74d5-4cbf-9,Cash
1e374a26-05ee-43d8-9,Online Payments
92e20342-1611-48fe-8,Cash
e881362c-cd59-4b1b-9,Debit Card
cbcea220-3e89-46fd-b,Debit Card
8055d7f6-4e08-4f03-8,Debit Card
53e8cde5-238c-4415-a,Online Payments
2fe9b394-eec4-48f1-8,Online Payments
413bc124-6c03-4fcd-a,Debit Card
f3982a3e-7b28-4b01-8,Debit Card
0ce3d00f-dbe6-4e41-9,Cash
4d776c4c-112c-4ebf-9,Debit Card
f2b59158-0aaf-4dc9-a,Cash
011d5a85-524a-40c1-9,Debit Card
8a0a0cc6-db48-4f1e-8,Online Payments
354f752c-bfd4-440f-9,Online Payments
6775ef06-27c0-41c7-8,Online Payments
1c25d73c-52ad-45c0-a,Debit Card
68857221-3d90-4dd6-9,Cash
c5b01352-7af5-4412-9,Debit Card
97d0c17a-3a5b-4361-a,Cash
713afdbf-8da6-4162-a,Online Payments
3316ee56-78dc-4ee8-9,Cash
279a9fd4-a36d-44f1-9,Online Payments
d8a777be-66b4-4f60-a,Online Payments
4170d467-4994-4208-a,Cash
79918103-4edd-42b8-8,Cash
32c7013b-4f10-41ab-a,Debit Card
d0f9a7e4-18f4-440d-b,Online Payments
8b3e1cc2-ca17-4abd-8,Cash
f9e61e43-2ad6-4735-b,Cash
f3046040-e475-4756-b,Online Payments
ebe07a43-f8a1-4a8b-a,Cash
e9005750-a4b8-4a38-b,Cash
5c6c398c-9801-4d5b-8,Online Payments
78508f8d-773b-4b4d-a,Debit Card
4d36f2b7-8739-4de0-a,Online Payments
e4475270-7fa6-443d-9,Cash
6fe5bac5-9101-4848-b,Cash
b4a25f3a-147a-4723-a,Online Payments
7906b94b-a1e4-4dad-8,Debit Card
16911f1c-afe7-4c11-b,Debit Card
56a95121-1f31-426e-9,Online Payments
bb170793-c89b-4b22-a,Cash
b0ade3f9-30a4-4153-b,Online Payments
89b68dff-8ac0-4423-a,Debit Card
46f5992f-9768-49cf-8,Online Payments
097cf9e5-78c6-4a87-a,Cash
e50c7b6d-348e-4818-8,Cash
f8c4abd0-832c-4cdc-9,Debit Card
d455c901-d4d4-4deb-b,Cash
2170fdd1-0991-4fe0-a,Cash
78b4bc0c-0db3-4d17-9,Debit Card
fe9c580d-ae89-435a-9,Debit Card
15a95a84-a8f5-4210-8,Cash
5c15b82c-75ac-476e-9,Debit Card
99ccc4e7-7ed9-414c-9,Online Payments
7a1be45d-7a3c-43a4-8,Debit Card
56066b62-22f4-434a-8,Cash
58ab1bca-8819-44c9-b,Debit Card
952552b8-f029-4c30-8,Online Payments
c83c8ac7-b244-4ebb-a,Debit Card
bca3904c-748c-4a01-a,Online Payments
09672e28-48e8-40df-9,Online Payments
08e52637-2a2a-4828-a,Online Payments
cf03af22-95e2-405a-b,Debit Card
31462eb2-129f-4544-a,Cash
4d9cd480-8d33-4bba-9,Cash
00cb231c-3ec1-4122-b,Cash
0f80a197-5e0e-4045-a,Debit Card
f39b43a6-0024-4c6e-9,Online Payments
519646d6-c837-4271-8,Debit Card
5504483e-daa3-4e87-9,Online Payments
1094078e-14cd-4452-b,Cash
9c0c8985-c8f9-42a9-b,Debit Card
f64b25ea-ee2a-4a77-8,Cash
8c612513-e39e-4016-b,Online Payments
2452eafb-d235-4da5-8,Online Payments
7e4ecc1b-3fde-431f-a,Debit Card
8fccde1b-46a3-4f41-b,Online Payments
63f08a65-c531-435e-b,Debit Card
ee553a10-2142-4805-8,Debit Card
68424a89-4d8d-4287-9,Online Payments
beb54b78-8e6c-4c3d-b,Cash
6befac49-5077-47b4-9,Debit Card
1883bdb3-47e5-4ddc-a,Online Payments
f10437e1-7665-44c9-a,Debit Card
071a7b3b-b366-484a-9,Debit Card
34b0d51a-7d87-41d8-b,Cash
e0cd5794-98b7-4d78-9,Debit Card
04c68c96-34fd-4ad9-9,Cash
f341e974-76e6-4568-8,Online Payments
35bf02c3-ce4d-41f6-9,Cash
758b06e4-7127-4ad4-9,Debit Card
80366bf9-34c3-4902-8,Online Payments
3e21fdc9-a310-415f-8,Cash
4e099690-64d1-4871-9,Cash
4164ca07-b6ff-4272-a,Online Payments
d680612e-53ae-4fff-9,Debit Card
cf58bb3e-cb38-43f0-9,Online Payments
c78bcc06-45c7-49f6-b,Debit Card
4637707b-e527-4dfb-9,Online Payments
89c12c24-a4b8-4dd5-a,Online Payments
97e6ae80-1750-4ef1-9,Cash
dcf765d1-cb1d-4531-a,Debit Card
05ceb278-9818-4c4e-8,Online Payments
4bd07132-9586-4a32-8,Cash
85f60363-07c4-4cb5-9,Debit Card
33702c78-6db8-4853-a,Debit Card
b4a523ec-dc7e-4ed7-a,Online Payments
8d1fb6b9-0e0e-43bf-b,Debit Card
9cc88848-d1ed-4d97-a,Debit Card
0bfd3ea4-bf31-42f4-9,Debit Card
c5172bbd-7379-492e-b,Debit Card
09e4f7fb-84e8-4d53-a,Online Payments
a7a5f1db-c650-4948-a,Cash
b7b61a9d-dd99-4808-a,Cash
6090ef1a-5e12-44d5-a,Debit Card
6b025d1b-2647-4cff-8,Cash
e7bbaaa3-d6bf-4333-9,Debit Card
fbacbcb0-8a70-480d-9,Cash
b600688c-19f6-499b-9,Cash
9a4992ab-a134-48cd-8,Online Payments
9306fdf9-68d9-486f-8,Cash
98830c9b-24e6-4bf7-9,Cash
145f362c-415c-40a7-9,Online Payments
4aa9e919-7dcb-41fb-b,Debit Card
1d7753a3-5962-47c7-b,Online Payments
e59182a8-ddcb-4829-9,Cash
ac51cc54-1b88-484d-a,Cash
644e8f2c-62ec-4f7c-b,Debit Card
f87520b5-c142-41cd-9,Cash
095e1249-0563-4da6-b,Debit Card
311fc2d0-292c-4c51-b,Online Payments
9bf61388-84ab-43e5-b,Online Payments
e038efcb-98c4-4e35-a,Online Payments
301cdc8e-3072-4868-b,Cash
e3c8d68a-9a04-4674-a,Online Payments
055f7245-6c15-4ba1-b,Online Payments
a0e44f77-45c4-4d93-8,Online Payments
2624e197-f536-448a-a,Cash
ddf0ed7b-902a-4520-8,Debit Card
480b21ef-70ac-454c-b,Debit Card
2a3f7d5f-8a94-4155-8,Cash
a21963ee-faa9-4c99-8,Debit Card
dc070d6c-3e67-4729-9,Online Payments
6aac4800-ed7f-4b4e-8,Cash
7a990663-a0ed-4308-b,Cash
54c5fca8-f540-4575-a,Online Payments
b811046d-1400-4976-8,Cash
55337334-7f73-48c6-8,Online Payments
20f2adec-098a-449c-b,Debit Card
9d3daf69-4e8d-4c2d-9,Debit Card
cce349d9-f8c6-4eba-b,Cash
5be9abd3-b285-4d0d-9,Online Payments
8a65a560-ffba-4b95-8,Debit Card
90b3d594-5472-4733-9,Cash
33dc5e3b-95fd-43c7-b,Online Payments
12b8d86f-aaba-4425-b,Debit Card
83c2a579-071d-4ddc-b,Online Payments
f32d2031-435a-424f-b,Debit Card
d6990d01-d31a-4052-8,Debit Card
324b523e-f0ca-433f-8,Cash
a783190b-0e47-45e0-a,Cash
afdcfded-1a9b-448d-b,Cash
67ecf2d1-af1f-4146-a,Debit Card
eafc0de9-9039-4e90-9,Debit Card
180350da-79b5-4512-9,Cash
8248478c-ef0a-4a4b-9,Online Payments
5db283b7-0311-417e-8,Debit Card
8127c041-7906-47d2-8,Cash
1cd20468-ec13-4a30-9,Debit Card
37517b5d-3edc-4d61-a,Cash
d8dc143a-d41e-4264-a,Online Payments
ad89ce57-f657-4be2-b,Debit Card
b5f309df-809f-4b63-9,Cash
3028dca7-351a-4dcc-b,Debit Card
e31bce06-65ad-4788-b,Cash
598baced-e457-4990-8,Online Payments
708ff57d-4d60-40f8-b,Debit Card
9754b88d-dca0-4b1b-9,Debit Card
96a82500-3957-4a33-b,Debit Card
6466fac9-45e4-4431-8,Cash
f52a6d1a-08a7-4a96-b,Online Payments
ba946c41-1e5f-4e04-a,Online Payments
c900980d-a995-4fef-9,Debit Card
65e3f88e-b2f9-422a-9,Cash
8edf4148-e561-442e-a,Cash
6d4945f5-a666-4ee5-a,Online Payments
653c9b8a-3c5f-48c8-b,Cash
f8a0cc1a-534e-48cf-9,Debit Card
be77987b-784d-42a3-a,Online Payments
fb2f5953-9cf8-49cf-b,Debit Card
ce782a47-1a22-4eb8-a,Cash
a088df2d-1680-430f-b,Online Payments
a8ef2624-c7d2-4f6f-a,Cash
937fb5e1-f48f-4968-a,Debit Card
cba6998a-bf52-4696-9,Cash
431eb767-b1dc-44f5-8,Debit Card
3df906d0-4dd0-44fb-8,Cash
0d97a1d4-de27-4330-8,Cash
d112f367-9c1c-4f26-9,Online Payments
a76033eb-83bc-4f02-9,Cash
c9d22275-adcb-4dcd-9,Debit Card
eff713f2-9846-4643-b,Debit Card
a92f5212-7b30-40ac-b,Debit Card
76a32e8b-de0c-46e0-8,Cash
f313e7c1-c40d-49b4-8,Cash
8317a86d-e90f-438a-9,Online Payments
33225807-708c-4a19-8,Cash
c1d78373-ec5c-4781-8,Online Payments
4b99d3dc-ded1-4549-8,Debit Card
141af31b-1f8e-4450-a,Online Payments
b82e9ff2-15ff-4823-9,Debit Card
8e10cf42-62b2-4898-b,Cash
7085a40f-435f-42e6-b,Online Payments
447cd9e3-6e6c-49aa-b,Cash
3f472ff7-c221-4016-a,Debit Card
c0ce5c32-93f4-4fa1-8,Cash
4bf56f2b-98f9-47a3-b,Debit Card
e81e7a53-052f-476e-a,Debit Card
f623fa52-1187-448a-8,Debit Card
0e206efa-0238-475c-9,Cash
e2cece3b-a163-453d-8,Cash
6e14b060-9b38-4d4a-9,Cash
c8142dc0-3f62-4174-9,Debit Card
70e07c60-2b72-44ee-8,Cash
dddd22a6-2a10-4f15-9,Cash
61422c79-0917-4266-8,Online Payments
90b2c2c8-497b-4dc2-9,Cash
cdf268ac-8c81-47ee-8,Online Payments
94766a70-8a2a-4783-b,Cash
161e2401-2293-4fc2-8,Debit Card
0e72528a-ef47-4602-9,Debit Card
55b6c9f1-ecbc-442b-8,Debit Card
06c1008f-d3f8-4dcc-b,Debit Card
588fc001-3ee4-4ea2-a,Debit Card
6b928a15-7fc8-4661-8,Online Payments
774e77dc-8daa-4a85-9,Cash
48ab4e4a-f801-4afa-8,Debit Card
6e3cbf69-4909-45cb-a,Debit Card
9bdcd8cc-f18c-42c7-9,Online Payments
0a3f6b34-87b0-4671-b,Cash
7b75b772-584e-4292-8,Cash
82080402-f96f-4876-a,Cash
00e515e4-655c-49e3-8,Online Payments
def1e5d5-8594-4cb3-9,Cash
cb15373d-7109-4da2-b,Debit Card
3c7992ab-5513-4c74-8,Online Payments
594e9a9f-f019-47dd-a,Online Payments
6a9412e5-e2c4-4992-a,Debit Card
6e0d9921-9327-4fef-9,Cash
4621648c-eb87-40f7-8,Online Payments
27bd2366-7aba-473f-8,Online Payments
acd50b3f-9d10-42a9-8,Debit Card
758ac0b7-523f-4a12-a,Online Payments
39eb5ac1-7dbf-4133-b,Online Payments
eaa142fe-31fe-46fc-9,Debit Card
7660c23b-cef5-46b4-8,Cash
ff1f2968-2bba-4c68-8,Debit Card
8c13c143-fb08-4eb5-8,Cash
ec000dad-51e0-4532-b,Debit Card
f665fb6c-b8a6-4613-9,Cash
7a8208e6-940a-47e7-b,Cash
e1188366-a09a-4a71-a,Debit Card
189adb38-3ff1-443f-9,Debit Card
7fe776d3-33e7-4a00-a,Debit Card
c6e37337-79dd-464c-9,Online Payments
e6db1937-a7a6-4777-8,Debit Card
fb6429c4-ed2f-4c2a-9,Cash
05b132d2-4794-4a5d-a,Cash
98a2051e-b12b-455c-a,Debit Card
06b12756-88da-4da0-b,Cash
87cee425-4b49-4c31-9,Online Payments
46d44e7e-e132-4f47-9,Debit Card
fa7420ef-a03d-49a1-9,Online Payments
8ae9dac7-04c8-4c40-9,Cash
27bdf3c0-420f-4351-9,Cash
da51e774-a63b-4808-a,Online Payments
8f7598cc-ca8a-4a05-a,Debit Card
03b11fc3-88fe-4863-a,Cash
e2b7e6ea-d8e7-4881-b,Online Payments
cc4011c3-fe89-4437-9,Cash
6d53cdbd-e4b6-4e8a-8,Online Payments
059dc2a1-5d0e-4e74-8,Cash
c86aa6cb-29c5-48b1-a,Debit Card
81bfc80f-3268-4ca1-b,Cash
09a08986-ce65-4a54-b,Debit Card
4a3ea8b1-7883-498b-a,Online Payments
b3f1f666-34d9-4b72-b,Online Payments
26dedce6-701c-4aeb-b,Online Payments
45103e90-49b3-4452-a,Cash
9fe1e132-1edf-4e8c-a,Debit Card
bf7665bb-6b5d-47c9-a,Online Payments
4a22934e-7c76-47ac-a,Online Payments
df60a348-f9f2-431d-8,Online Payments
d7909fbb-ba59-4630-9,Debit Card
3c777f71-3d30-4220-a,Debit Card
51a61ba5-8c78-4d93-b,Cash
ffb1a32c-0613-429e-8,Cash
0c4099a4-28fc-4b6d-9,Debit Card
2a1db805-ed98-4b90-8,Debit Card
8e6e1691-b7cb-49ba-9,Cash
781b0e2f-0001-4a02-9,Debit Card
765c4d52-da69-43ee-a,Cash
e20570a3-266b-495b-b,Online Payments
641273a0-264b-4a62-9,Cash
c34a328d-5c79-49b6-8,Debit Card
76b1be6d-1e6f-4de3-9,Online Payments
4f55171d-b5ea-4d4e-b,Online Payments
cbf33557-ceec-4aaf-b,Cash
9154e391-7b74-4422-9,Cash
d933667c-2cc8-4772-b,Online Payments
f41172c2-3c2c-43d6-a,Online Payments
b3ac36e3-5070-4723-8,Debit Card
09af11b0-2c9e-4349-9,Online Payments
27607aab-dbff-42ad-b,Online Payments
74bc960e-02ab-4237-b,Online Payments
6279fad4-5d11-42f6-b,Online Payments
f20ceffe-f444-4b51-a,Debit Card
e0949a81-d18f-48e1-a,Debit Card
c2cd2b92-3b9c-48d2-8,Debit Card
8c6b57d5-6436-4f71-a,Cash
a8e03348-c09d-43a9-a,Cash
310110ad-d00d-45ca-a,Debit Card
67835ee5-d1c6-4a5d-a,Debit Card
a1cbe5bb-234f-4fca-8,Cash
d5128535-cac2-40e9-9,Cash
2d537a7b-22ad-45d0-b,Online Payments
e0a1c368-f0c6-4a8d-b,Cash
a13500a9-55b8-4a2b-a,Online Payments
fa41e660-a85a-4a05-a,Debit Card
217032b2-6179-473a-8,Cash
b67fb10f-c57b-470a-9,Cash
8fc24d1c-a92c-49aa-8,Online Payments
154978ca-6976-4fdb-b,Cash
369c47a6-f9f1-4fc1-a,Online Payments
e22d3e2d-670a-4b71-a,Cash
16f8870a-2700-426f-b,Debit Card
590f6ec2-2c41-45eb-8,Cash
25ed4104-85a7-4abb-9,Debit Card
eb4568e5-e52e-4eeb-8,Debit Card
80287bd5-8e56-4a3f-8,Online Payments
da8ba148-aab2-4b3a-a,Cash
c7fe8a78-6877-4760-8,Debit Card
4cfed63c-e7a9-43f6-b,Online Payments
84f09eea-d5d5-4a76-9,Debit Card
15587039-1c3c-402d-a,Cash
5984c720-6ab4-47fc-8,Debit Card
fc7de902-52fb-4ad8-b,Online Payments
75c66dce-6cc4-4e59-b,Cash
ccab9e70-7115-4b05-8,Online Payments
5163d6ec-9cad-43ed-a,Cash
cec9c41f-90b1-4302-8,Online Payments
27d97bae-5aff-484a-8,Online Payments
8f62f60b-15be-42bd-b,Cash
1190e398-60fe-49e7-a,Online Payments
80547e12-a8b6-4e81-b,Online Payments
4956208d-5464-430b-a,Online Payments
8ab860d8-3c1f-424d-9,Online Payments
30ac1a2f-6ca4-4b8e-a,Debit Card
07ca9ed6-b145-44f8-9,Online Payments
bd0c20f6-0b1b-4efc-8,Debit Card
0132e661-ea30-4cea-a,Cash
723edb8d-9553-4b5f-a,Online Payments
a148e349-24d1-4152-a,Debit Card
7445b875-eac0-4332-b,Debit Card
2349d355-194b-4de4-9,Cash
0562ee1a-be63-435b-9,Debit Card
657a5465-71a8-48e6-8,Debit Card
1f69cccc-7252-44b1-8,Online Payments
0e4fde2c-b812-44d2-a,Online Payments
dc581e29-0a01-4d6c-9,Cash
72ee33b7-5d95-48cc-8,Online Payments
08c462ef-a0c6-4019-a,Cash
d4225b6c-097b-4e36-8,Online Payments
42b65944-9f96-41b2-9,Online Payments
1861ce10-8ade-4237-8,Debit Card
86f94cf1-4a1c-46d6-b,Debit Card
480a63a2-6584-46ea-b,Cash
6720090b-5776-4556-a,Debit Card
94bc213d-d5b7-426b-a,Online Payments
586f7302-e670-4ffc-9,Debit Card
c706b9db-9e9e-418f-9,Debit Card
22b50b93-bc23-4d2d-a,Debit Card
fa7ebe35-191c-4853-9,Online Payments
f617eed8-c561-46b9-8,Cash
f8474dd5-fa1a-4ddd-9,Online Payments
73a7b947-b420-41f2-9,Online Payments
97c687f9-780b-4cae-b,Debit Card
8f924c6f-5d23-4096-b,Online Payments
1e46330a-f9f7-4dce-a,Cash
cc744557-6af6-44b4-9,Cash
1b1f5bd0-59d9-484f-a,Cash
2c6082e5-acd6-4c1d-b,Online Payments
c4e3691b-93a8-4527-a,Online Payments
93fa14bf-45df-474c-b,Online Payments
8006ad0b-dff2-4917-a,Cash
c1265dc8-7f33-40ac-8,Debit Card
d300d3ff-92d9-427e-9,Online Payments
890313bd-3b28-4e29-9,Cash
9117d5ca-513e-452f-9,Cash
8942a8c2-eea6-4fde-9,Debit Card
8aebbea5-27d1-4d97-b,Cash
9f34a797-2a6b-4c6f-b,Debit Card
749e5dbe-4027-4367-9,Online Payments
44c42b85-fbaa-499e-8,Online Payments
e0a116b4-6907-4666-a,Cash
d46fb812-15a2-43b0-b,Debit Card
c5437238-2700-4b39-b,Cash
c3587e9b-3a74-4cfc-b,Debit Card
292dcd42-4c14-4fbe-9,Cash
032a220b-78f4-483a-9,Cash
fee8222c-cb08-49dc-b,Debit Card
40f6ed0f-8a3e-4b99-a,Debit Card
ec50af78-2038-4841-b,Cash
dd0098c4-62cf-4f6f-b,Online Payments
e6c19504-5b85-42f3-8,Debit Card
